구별,동별,연도,차량등록대수
강남구,개포1동,2018,3773.0
강남구,개포1동,2019,3616.0
강남구,개포1동,2020,3608.0
강남구,개포1동,2021,3643.0
강남구,개포1동,2022,3875.0
강남구,개포2동,2018,4746.0
강남구,개포2동,2019,7733.0
강남구,개포2동,2020,7963.0
강남구,개포2동,2021,10116.0
강남구,개포2동,2022,10266.0
강남구,개포4동,2018,6492.0
강남구,개포4동,2019,6267.0
강남구,개포4동,2020,7930.0
강남구,개포4동,2021,8562.0
강남구,개포4동,2022,8552.0
강남구,논현1동,2018,10886.0
강남구,논현1동,2019,10583.0
강남구,논현1동,2020,10447.0
강남구,논현1동,2021,10455.0
강남구,논현1동,2022,10388.0
강남구,논현2동,2018,10334.0
강남구,논현2동,2019,10320.0
강남구,논현2동,2020,10384.0
강남구,논현2동,2021,10256.0
강남구,논현2동,2022,10196.0
강남구,대치1동,2018,13774.0
강남구,대치1동,2019,12612.0
강남구,대치1동,2020,12823.0
강남구,대치1동,2021,16608.0
강남구,대치1동,2022,17827.0
강남구,대치2동,2018,14509.0
강남구,대치2동,2019,14407.0
강남구,대치2동,2020,15156.0
강남구,대치2동,2021,14925.0
강남구,대치2동,2022,15041.0
강남구,대치4동,2018,11372.0
강남구,대치4동,2019,11119.0
강남구,대치4동,2020,10919.0
강남구,대치4동,2021,9212.0
강남구,대치4동,2022,13749.0
강남구,도곡1동,2018,8750.0
강남구,도곡1동,2019,8805.0
강남구,도곡1동,2020,8866.0
강남구,도곡1동,2021,8937.0
강남구,도곡1동,2022,8961.0
강남구,도곡2동,2018,13729.0
강남구,도곡2동,2019,13650.0
강남구,도곡2동,2020,13757.0
강남구,도곡2동,2021,13567.0
강남구,도곡2동,2022,13523.0
강남구,삼성1동,2018,9402.0
강남구,삼성1동,2019,9251.0
강남구,삼성1동,2020,8410.0
강남구,삼성1동,2021,8350.0
강남구,삼성1동,2022,8432.0
강남구,삼성2동,2018,12043.0
강남구,삼성2동,2019,11882.0
강남구,삼성2동,2020,11866.0
강남구,삼성2동,2021,12240.0
강남구,삼성2동,2022,12402.0
강남구,세곡동,2018,18517.0
강남구,세곡동,2019,18715.0
강남구,세곡동,2020,18846.0
강남구,세곡동,2021,19057.0
강남구,세곡동,2022,19244.0
강남구,수서동,2018,5206.0
강남구,수서동,2019,5132.0
강남구,수서동,2020,5080.0
강남구,수서동,2021,5257.0
강남구,수서동,2022,5209.0
강남구,신사동,2018,8615.0
강남구,신사동,2019,8439.0
강남구,신사동,2020,8129.0
강남구,신사동,2021,7839.0
강남구,신사동,2022,7748.0
강남구,압구정동,2018,11900.0
강남구,압구정동,2019,11862.0
강남구,압구정동,2020,12226.0
강남구,압구정동,2021,12232.0
강남구,압구정동,2022,12258.0
강남구,역삼1동,2018,22980.0
강남구,역삼1동,2019,22751.0
강남구,역삼1동,2020,22472.0
강남구,역삼1동,2021,21518.0
강남구,역삼1동,2022,21032.0
강남구,역삼2동,2018,14930.0
강남구,역삼2동,2019,15126.0
강남구,역삼2동,2020,15282.0
강남구,역삼2동,2021,15246.0
강남구,역삼2동,2022,15266.0
강남구,일원1동,2018,5153.0
강남구,일원1동,2019,4961.0
강남구,일원1동,2020,4687.0
강남구,일원1동,2021,4620.0
강남구,일원1동,2022,4607.0
강남구,일원2동,2018,5411.0
강남구,일원2동,2019,6043.0
강남구,일원2동,2020,6042.0
강남구,일원2동,2021,6207.0
강남구,일원2동,2022,6205.0
강남구,일원본동,2018,8390.0
강남구,일원본동,2019,8402.0
강남구,일원본동,2020,8430.0
강남구,일원본동,2021,8368.0
강남구,일원본동,2022,8307.0
강남구,청담동,2018,13724.0
강남구,청담동,2019,13126.0
강남구,청담동,2020,12309.0
강남구,청담동,2021,11895.0
강남구,청담동,2022,11873.0
강동구,강일동,2018,10313.0
강동구,강일동,2019,10116.0
강동구,강일동,2020,11308.0
강동구,강일동,2021,12834.0
강동구,강일동,2022,12728.0
강동구,고덕1동,2018,9102.0
강동구,고덕1동,2019,9114.0
강동구,고덕1동,2020,8937.0
강동구,고덕1동,2021,8586.0
강동구,고덕1동,2022,8453.0
강동구,고덕2동,2018,2438.0
강동구,고덕2동,2019,6548.0
강동구,고덕2동,2020,7872.0
강동구,고덕2동,2021,7860.0
강동구,고덕2동,2022,7971.0
강동구,길동,2018,15942.0
강동구,길동,2019,15611.0
강동구,길동,2020,16035.0
강동구,길동,2021,15960.0
강동구,길동,2022,15919.0
강동구,둔촌1동,2018,668.0
강동구,둔촌1동,2019,689.0
강동구,둔촌1동,2020,648.0
강동구,둔촌1동,2021,565.0
강동구,둔촌1동,2022,545.0
강동구,둔촌2동,2018,8874.0
강동구,둔촌2동,2019,8695.0
강동구,둔촌2동,2020,8461.0
강동구,둔촌2동,2021,8037.0
강동구,둔촌2동,2022,7998.0
강동구,명일1동,2018,6637.0
강동구,명일1동,2019,8239.0
강동구,명일1동,2020,8250.0
강동구,명일1동,2021,8334.0
강동구,명일1동,2022,8341.0
강동구,명일2동,2018,5918.0
강동구,명일2동,2019,5787.0
강동구,명일2동,2020,5765.0
강동구,명일2동,2021,5844.0
강동구,명일2동,2022,5792.0
강동구,상일동,2018,4168.0
강동구,상일동,2019,4067.0
강동구,상일동,2020,12209.0
강동구,상일동,2021,14719.0
강동구,상일동,2022,14966.0
강동구,성내1동,2018,8578.0
강동구,성내1동,2019,8668.0
강동구,성내1동,2020,8508.0
강동구,성내1동,2021,8308.0
강동구,성내1동,2022,8309.0
강동구,성내2동,2018,6807.0
강동구,성내2동,2019,6697.0
강동구,성내2동,2020,6642.0
강동구,성내2동,2021,6491.0
강동구,성내2동,2022,6408.0
강동구,성내3동,2018,7026.0
강동구,성내3동,2019,6911.0
강동구,성내3동,2020,6998.0
강동구,성내3동,2021,7067.0
강동구,성내3동,2022,6976.0
강동구,암사1동,2018,10604.0
강동구,암사1동,2019,10559.0
강동구,암사1동,2020,10577.0
강동구,암사1동,2021,10365.0
강동구,암사1동,2022,10427.0
강동구,암사2동,2018,4715.0
강동구,암사2동,2019,4750.0
강동구,암사2동,2020,5036.0
강동구,암사2동,2021,5030.0
강동구,암사2동,2022,5015.0
강동구,암사3동,2018,6378.0
강동구,암사3동,2019,6303.0
강동구,암사3동,2020,6328.0
강동구,암사3동,2021,6301.0
강동구,암사3동,2022,6304.0
강동구,천호1동,2018,9055.0
강동구,천호1동,2019,8959.0
강동구,천호1동,2020,8784.0
강동구,천호1동,2021,8752.0
강동구,천호1동,2022,8730.0
강동구,천호2동,2018,10094.0
강동구,천호2동,2019,9854.0
강동구,천호2동,2020,9790.0
강동구,천호2동,2021,9454.0
강동구,천호2동,2022,9412.0
강동구,천호3동,2018,8014.0
강동구,천호3동,2019,7912.0
강동구,천호3동,2020,7654.0
강동구,천호3동,2021,7614.0
강동구,천호3동,2022,7608.0
강북구,미아동,2018,5353.0
강북구,미아동,2019,5108.0
강북구,미아동,2020,4936.0
강북구,미아동,2021,4813.0
강북구,미아동,2022,4767.0
강북구,번1동,2018,4899.0
강북구,번1동,2019,4935.0
강북구,번1동,2020,4798.0
강북구,번1동,2021,4745.0
강북구,번1동,2022,4781.0
강북구,번2동,2018,4155.0
강북구,번2동,2019,3963.0
강북구,번2동,2020,3816.0
강북구,번2동,2021,3680.0
강북구,번2동,2022,3621.0
강북구,번3동,2018,4745.0
강북구,번3동,2019,4590.0
강북구,번3동,2020,4562.0
강북구,번3동,2021,4495.0
강북구,번3동,2022,4488.0
강북구,삼각산동,2018,9436.0
강북구,삼각산동,2019,9315.0
강북구,삼각산동,2020,9350.0
강북구,삼각산동,2021,9421.0
강북구,삼각산동,2022,9378.0
강북구,삼양동,2018,6280.0
강북구,삼양동,2019,6091.0
강북구,삼양동,2020,6000.0
강북구,삼양동,2021,5925.0
강북구,삼양동,2022,5922.0
강북구,송중동,2018,6285.0
강북구,송중동,2019,6839.0
강북구,송중동,2020,6969.0
강북구,송중동,2021,7004.0
강북구,송중동,2022,6999.0
강북구,송천동,2018,6114.0
강북구,송천동,2019,5978.0
강북구,송천동,2020,5896.0
강북구,송천동,2021,5801.0
강북구,송천동,2022,5809.0
강북구,수유1동,2018,5940.0
강북구,수유1동,2019,5787.0
강북구,수유1동,2020,5729.0
강북구,수유1동,2021,5683.0
강북구,수유1동,2022,5595.0
강북구,수유2동,2018,5452.0
강북구,수유2동,2019,5292.0
강북구,수유2동,2020,5306.0
강북구,수유2동,2021,5405.0
강북구,수유2동,2022,5368.0
강북구,수유3동,2018,5022.0
강북구,수유3동,2019,4985.0
강북구,수유3동,2020,4931.0
강북구,수유3동,2021,4967.0
강북구,수유3동,2022,5000.0
강북구,우이동,2018,5820.0
강북구,우이동,2019,5705.0
강북구,우이동,2020,5749.0
강북구,우이동,2021,5862.0
강북구,우이동,2022,5875.0
강북구,인수동,2018,7852.0
강북구,인수동,2019,7764.0
강북구,인수동,2020,7631.0
강북구,인수동,2021,7531.0
강북구,인수동,2022,7514.0
강서구,가양1동,2018,23791.0
강서구,가양1동,2019,24304.0
강서구,가양1동,2020,25761.0
강서구,가양1동,2021,25970.0
강서구,가양1동,2022,26665.0
강서구,가양2동,2018,4150.0
강서구,가양2동,2019,4012.0
강서구,가양2동,2020,4306.0
강서구,가양2동,2021,4087.0
강서구,가양2동,2022,4200.0
강서구,가양3동,2018,5034.0
강서구,가양3동,2019,6523.0
강서구,가양3동,2020,6300.0
강서구,가양3동,2021,6321.0
강서구,가양3동,2022,7575.0
강서구,공항동,2018,10614.0
강서구,공항동,2019,10509.0
강서구,공항동,2020,10360.0
강서구,공항동,2021,11525.0
강서구,공항동,2022,11520.0
강서구,등촌1동,2018,8737.0
강서구,등촌1동,2019,8657.0
강서구,등촌1동,2020,9043.0
강서구,등촌1동,2021,9042.0
강서구,등촌1동,2022,9259.0
강서구,등촌2동,2018,7357.0
강서구,등촌2동,2019,7189.0
강서구,등촌2동,2020,7002.0
강서구,등촌2동,2021,6776.0
강서구,등촌2동,2022,6696.0
강서구,등촌3동,2018,9935.0
강서구,등촌3동,2019,9370.0
강서구,등촌3동,2020,9151.0
강서구,등촌3동,2021,8977.0
강서구,등촌3동,2022,9117.0
강서구,발산1동,2018,13028.0
강서구,발산1동,2019,13447.0
강서구,발산1동,2020,13965.0
강서구,발산1동,2021,13937.0
강서구,발산1동,2022,13981.0
강서구,방화1동,2018,15265.0
강서구,방화1동,2019,15159.0
강서구,방화1동,2020,15268.0
강서구,방화1동,2021,14962.0
강서구,방화1동,2022,14972.0
강서구,방화2동,2018,10102.0
강서구,방화2동,2019,9921.0
강서구,방화2동,2020,9851.0
강서구,방화2동,2021,10337.0
강서구,방화2동,2022,9349.0
강서구,방화3동,2018,7760.0
강서구,방화3동,2019,7613.0
강서구,방화3동,2020,7566.0
강서구,방화3동,2021,7390.0
강서구,방화3동,2022,7336.0
강서구,염창동,2018,15089.0
강서구,염창동,2019,15679.0
강서구,염창동,2020,15584.0
강서구,염창동,2021,15402.0
강서구,염창동,2022,15499.0
강서구,우장산동,2018,14601.0
강서구,우장산동,2019,14162.0
강서구,우장산동,2020,14011.0
강서구,우장산동,2021,13851.0
강서구,우장산동,2022,13841.0
강서구,화곡1동,2018,16375.0
강서구,화곡1동,2019,16225.0
강서구,화곡1동,2020,15923.0
강서구,화곡1동,2021,15978.0
강서구,화곡1동,2022,15999.0
강서구,화곡2동,2018,5364.0
강서구,화곡2동,2019,5165.0
강서구,화곡2동,2020,4913.0
강서구,화곡2동,2021,4880.0
강서구,화곡2동,2022,4832.0
강서구,화곡3동,2018,6623.0
강서구,화곡3동,2019,6597.0
강서구,화곡3동,2020,6410.0
강서구,화곡3동,2021,6418.0
강서구,화곡3동,2022,6431.0
강서구,화곡4동,2018,6283.0
강서구,화곡4동,2019,6131.0
강서구,화곡4동,2020,6019.0
강서구,화곡4동,2021,5839.0
강서구,화곡4동,2022,5844.0
강서구,화곡6동,2018,7858.0
강서구,화곡6동,2019,7887.0
강서구,화곡6동,2020,7906.0
강서구,화곡6동,2021,7827.0
강서구,화곡6동,2022,7847.0
강서구,화곡8동,2018,6630.0
강서구,화곡8동,2019,6431.0
강서구,화곡8동,2020,6254.0
강서구,화곡8동,2021,6115.0
강서구,화곡8동,2022,6098.0
강서구,화곡본동,2018,9561.0
강서구,화곡본동,2019,9408.0
강서구,화곡본동,2020,9189.0
강서구,화곡본동,2021,9163.0
강서구,화곡본동,2022,9200.0
관악구,낙성대동,2018,3982.0
관악구,낙성대동,2019,3936.0
관악구,낙성대동,2020,3968.0
관악구,낙성대동,2021,3946.0
관악구,낙성대동,2022,3958.0
관악구,난곡동,2018,6601.0
관악구,난곡동,2019,6528.0
관악구,난곡동,2020,6437.0
관악구,난곡동,2021,6339.0
관악구,난곡동,2022,6307.0
관악구,난향동,2018,5083.0
관악구,난향동,2019,5014.0
관악구,난향동,2020,4949.0
관악구,난향동,2021,4834.0
관악구,난향동,2022,4838.0
관악구,남현동,2018,5172.0
관악구,남현동,2019,5129.0
관악구,남현동,2020,5085.0
관악구,남현동,2021,4999.0
관악구,남현동,2022,4997.0
관악구,대학동,2018,4896.0
관악구,대학동,2019,4837.0
관악구,대학동,2020,4910.0
관악구,대학동,2021,4934.0
관악구,대학동,2022,4922.0
관악구,미성동,2018,8749.0
관악구,미성동,2019,8576.0
관악구,미성동,2020,8463.0
관악구,미성동,2021,8348.0
관악구,미성동,2022,8366.0
관악구,보라매동,2018,6482.0
관악구,보라매동,2019,6404.0
관악구,보라매동,2020,6202.0
관악구,보라매동,2021,6121.0
관악구,보라매동,2022,6187.0
관악구,봉천본동,2020,1.0
관악구,삼성동,2018,6742.0
관악구,삼성동,2019,6552.0
관악구,삼성동,2020,6305.0
관악구,삼성동,2021,5991.0
관악구,삼성동,2022,5884.0
관악구,서림동,2018,5855.0
관악구,서림동,2019,5633.0
관악구,서림동,2020,5644.0
관악구,서림동,2021,5487.0
관악구,서림동,2022,5487.0
관악구,서원동,2018,4998.0
관악구,서원동,2019,5109.0
관악구,서원동,2020,5083.0
관악구,서원동,2021,4925.0
관악구,서원동,2022,5087.0
관악구,성현동,2018,8933.0
관악구,성현동,2019,8490.0
관악구,성현동,2020,8430.0
관악구,성현동,2021,8350.0
관악구,성현동,2022,8323.0
관악구,신림동,2018,4506.0
관악구,신림동,2019,4561.0
관악구,신림동,2020,4650.0
관악구,신림동,2021,4523.0
관악구,신림동,2022,4578.0
관악구,신사동,2018,5375.0
관악구,신사동,2019,5156.0
관악구,신사동,2020,5135.0
관악구,신사동,2021,5117.0
관악구,신사동,2022,5117.0
관악구,신원동,2018,3558.0
관악구,신원동,2019,3434.0
관악구,신원동,2020,3372.0
관악구,신원동,2021,3285.0
관악구,신원동,2022,3312.0
관악구,은천동,2018,9084.0
관악구,은천동,2019,8930.0
관악구,은천동,2020,8755.0
관악구,은천동,2021,8686.0
관악구,은천동,2022,8686.0
관악구,인헌동,2018,6202.0
관악구,인헌동,2019,6071.0
관악구,인헌동,2020,5958.0
관악구,인헌동,2021,5925.0
관악구,인헌동,2022,5909.0
관악구,조원동,2018,5054.0
관악구,조원동,2019,4792.0
관악구,조원동,2020,4749.0
관악구,조원동,2021,4979.0
관악구,조원동,2022,4995.0
관악구,중앙동,2018,3012.0
관악구,중앙동,2019,3005.0
관악구,중앙동,2020,2988.0
관악구,중앙동,2021,2968.0
관악구,중앙동,2022,2983.0
관악구,청룡동,2018,5907.0
관악구,청룡동,2019,6872.0
관악구,청룡동,2020,7421.0
관악구,청룡동,2021,7521.0
관악구,청룡동,2022,7592.0
관악구,청림동,2018,4529.0
관악구,청림동,2019,4474.0
관악구,청림동,2020,4467.0
관악구,청림동,2021,4397.0
관악구,청림동,2022,4357.0
관악구,행운동,2018,6555.0
관악구,행운동,2019,6399.0
관악구,행운동,2020,6279.0
관악구,행운동,2021,6269.0
관악구,행운동,2022,6251.0
광진구,광장동,2018,11668.0
광진구,광장동,2019,11657.0
광진구,광장동,2020,11737.0
광진구,광장동,2021,11657.0
광진구,광장동,2022,11677.0
광진구,구의1동,2018,6332.0
광진구,구의1동,2019,6185.0
광진구,구의1동,2020,6162.0
광진구,구의1동,2021,6210.0
광진구,구의1동,2022,6686.0
광진구,구의2동,2018,7241.0
광진구,구의2동,2019,7201.0
광진구,구의2동,2020,7260.0
광진구,구의2동,2021,7298.0
광진구,구의2동,2022,7279.0
광진구,구의3동,2018,9174.0
광진구,구의3동,2019,9191.0
광진구,구의3동,2020,9203.0
광진구,구의3동,2021,9171.0
광진구,구의3동,2022,9168.0
광진구,군자동,2018,5162.0
광진구,군자동,2019,5068.0
광진구,군자동,2020,5072.0
광진구,군자동,2021,5064.0
광진구,군자동,2022,5160.0
광진구,능동,2018,3057.0
광진구,능동,2019,3001.0
광진구,능동,2020,3051.0
광진구,능동,2021,3001.0
광진구,능동,2022,3050.0
광진구,자양1동,2018,8133.0
광진구,자양1동,2019,8051.0
광진구,자양1동,2020,7929.0
광진구,자양1동,2021,7613.0
광진구,자양1동,2022,7654.0
광진구,자양2동,2018,8599.0
광진구,자양2동,2019,8612.0
광진구,자양2동,2020,8544.0
광진구,자양2동,2021,8357.0
광진구,자양2동,2022,8278.0
광진구,자양3동,2018,9589.0
광진구,자양3동,2019,9415.0
광진구,자양3동,2020,9375.0
광진구,자양3동,2021,9371.0
광진구,자양3동,2022,9386.0
광진구,자양4동,2018,5033.0
광진구,자양4동,2019,4962.0
광진구,자양4동,2020,4835.0
광진구,자양4동,2021,4976.0
광진구,자양4동,2022,5139.0
광진구,중곡1동,2018,4932.0
광진구,중곡1동,2019,4859.0
광진구,중곡1동,2020,4843.0
광진구,중곡1동,2021,4812.0
광진구,중곡1동,2022,4771.0
광진구,중곡2동,2018,5407.0
광진구,중곡2동,2019,5331.0
광진구,중곡2동,2020,5309.0
광진구,중곡2동,2021,5251.0
광진구,중곡2동,2022,5212.0
광진구,중곡3동,2018,4313.0
광진구,중곡3동,2019,4131.0
광진구,중곡3동,2020,4068.0
광진구,중곡3동,2021,3981.0
광진구,중곡3동,2022,4020.0
광진구,중곡4동,2018,7834.0
광진구,중곡4동,2019,7628.0
광진구,중곡4동,2020,7504.0
광진구,중곡4동,2021,7462.0
광진구,중곡4동,2022,7429.0
광진구,화양동,2018,3999.0
광진구,화양동,2019,3930.0
광진구,화양동,2020,3918.0
광진구,화양동,2021,4081.0
광진구,화양동,2022,4140.0
구로구,가리봉동,2018,2881.0
구로구,가리봉동,2019,2760.0
구로구,가리봉동,2020,2823.0
구로구,가리봉동,2021,2738.0
구로구,가리봉동,2022,2730.0
구로구,개봉1동,2018,10534.0
구로구,개봉1동,2019,10189.0
구로구,개봉1동,2020,10945.0
구로구,개봉1동,2021,11025.0
구로구,개봉1동,2022,11065.0
구로구,개봉2동,2018,9688.0
구로구,개봉2동,2019,9591.0
구로구,개봉2동,2020,9399.0
구로구,개봉2동,2021,9268.0
구로구,개봉2동,2022,9241.0
구로구,개봉3동,2018,6005.0
구로구,개봉3동,2019,6030.0
구로구,개봉3동,2020,5767.0
구로구,개봉3동,2021,5690.0
구로구,개봉3동,2022,5738.0
구로구,고척1동,2018,8307.0
구로구,고척1동,2019,8113.0
구로구,고척1동,2020,8080.0
구로구,고척1동,2021,7933.0
구로구,고척1동,2022,7843.0
구로구,고척2동,2018,9088.0
구로구,고척2동,2019,8921.0
구로구,고척2동,2020,8773.0
구로구,고척2동,2021,8791.0
구로구,고척2동,2022,8676.0
구로구,구로1동,2018,19226.0
구로구,구로1동,2019,18447.0
구로구,구로1동,2020,17796.0
구로구,구로1동,2021,16990.0
구로구,구로1동,2022,16478.0
구로구,구로2동,2018,11388.0
구로구,구로2동,2019,11090.0
구로구,구로2동,2020,10756.0
구로구,구로2동,2021,10545.0
구로구,구로2동,2022,10547.0
구로구,구로3동,2018,9301.0
구로구,구로3동,2019,9352.0
구로구,구로3동,2020,9312.0
구로구,구로3동,2021,8898.0
구로구,구로3동,2022,8883.0
구로구,구로4동,2018,5891.0
구로구,구로4동,2019,5632.0
구로구,구로4동,2020,5742.0
구로구,구로4동,2021,7027.0
구로구,구로4동,2022,7549.0
구로구,구로5동,2018,10448.0
구로구,구로5동,2019,10242.0
구로구,구로5동,2020,10133.0
구로구,구로5동,2021,11493.0
구로구,구로5동,2022,11679.0
구로구,수궁동,2018,8375.0
구로구,수궁동,2019,8237.0
구로구,수궁동,2020,8184.0
구로구,수궁동,2021,8120.0
구로구,수궁동,2022,8144.0
구로구,신도림동,2018,12802.0
구로구,신도림동,2019,12613.0
구로구,신도림동,2020,12671.0
구로구,신도림동,2021,12706.0
구로구,신도림동,2022,12771.0
구로구,오류1동,2018,6998.0
구로구,오류1동,2019,7326.0
구로구,오류1동,2020,7309.0
구로구,오류1동,2021,6908.0
구로구,오류1동,2022,6882.0
구로구,오류2동,2018,13209.0
구로구,오류2동,2019,15643.0
구로구,오류2동,2020,14876.0
구로구,오류2동,2021,14205.0
구로구,오류2동,2022,14046.0
금천구,가산동,2018,18737.0
금천구,가산동,2019,19087.0
금천구,가산동,2020,19740.0
금천구,가산동,2021,20098.0
금천구,가산동,2022,20010.0
금천구,독산1동,2018,15278.0
금천구,독산1동,2019,16250.0
금천구,독산1동,2020,16673.0
금천구,독산1동,2021,17811.0
금천구,독산1동,2022,17955.0
금천구,독산2동,2018,5354.0
금천구,독산2동,2019,5227.0
금천구,독산2동,2020,5209.0
금천구,독산2동,2021,5229.0
금천구,독산2동,2022,5237.0
금천구,독산3동,2018,7554.0
금천구,독산3동,2019,7486.0
금천구,독산3동,2020,7467.0
금천구,독산3동,2021,7480.0
금천구,독산3동,2022,7600.0
금천구,독산4동,2018,4743.0
금천구,독산4동,2019,4438.0
금천구,독산4동,2020,4462.0
금천구,독산4동,2021,4459.0
금천구,독산4동,2022,4510.0
금천구,시흥1동,2018,11503.0
금천구,시흥1동,2019,11508.0
금천구,시흥1동,2020,11475.0
금천구,시흥1동,2021,11879.0
금천구,시흥1동,2022,11891.0
금천구,시흥2동,2018,7322.0
금천구,시흥2동,2019,7251.0
금천구,시흥2동,2020,7209.0
금천구,시흥2동,2021,7161.0
금천구,시흥2동,2022,7155.0
금천구,시흥3동,2018,4679.0
금천구,시흥3동,2019,4565.0
금천구,시흥3동,2020,4439.0
금천구,시흥3동,2021,4362.0
금천구,시흥3동,2022,4388.0
금천구,시흥4동,2018,6324.0
금천구,시흥4동,2019,6220.0
금천구,시흥4동,2020,6239.0
금천구,시흥4동,2021,6234.0
금천구,시흥4동,2022,6283.0
금천구,시흥5동,2018,5438.0
금천구,시흥5동,2019,5446.0
금천구,시흥5동,2020,5392.0
금천구,시흥5동,2021,5377.0
금천구,시흥5동,2022,5395.0
노원구,공릉1동,2018,11625.0
노원구,공릉1동,2019,11473.0
노원구,공릉1동,2020,11294.0
노원구,공릉1동,2021,11075.0
노원구,공릉1동,2022,11081.0
노원구,공릉2동,2018,12457.0
노원구,공릉2동,2019,12346.0
노원구,공릉2동,2020,12298.0
노원구,공릉2동,2021,12608.0
노원구,공릉2동,2022,13080.0
노원구,상계10동,2018,4502.0
노원구,상계10동,2019,4442.0
노원구,상계10동,2020,4859.0
노원구,상계10동,2021,5371.0
노원구,상계10동,2022,5362.0
노원구,상계1동,2018,13877.0
노원구,상계1동,2019,13802.0
노원구,상계1동,2020,13756.0
노원구,상계1동,2021,13839.0
노원구,상계1동,2022,13791.0
노원구,상계2동,2018,6270.0
노원구,상계2동,2019,6240.0
노원구,상계2동,2020,6245.0
노원구,상계2동,2021,6144.0
노원구,상계2동,2022,6041.0
노원구,상계3.4동,2018,7753.0
노원구,상계3.4동,2019,7563.0
노원구,상계3.4동,2020,8149.0
노원구,상계3.4동,2021,8067.0
노원구,상계3.4동,2022,8062.0
노원구,상계5동,2018,5972.0
노원구,상계5동,2019,5869.0
노원구,상계5동,2020,5899.0
노원구,상계5동,2021,5912.0
노원구,상계5동,2022,5909.0
노원구,상계6.7동,2018,9134.0
노원구,상계6.7동,2019,8971.0
노원구,상계6.7동,2020,8987.0
노원구,상계6.7동,2021,8997.0
노원구,상계6.7동,2022,8976.0
노원구,상계8동,2018,6553.0
노원구,상계8동,2019,6501.0
노원구,상계8동,2020,6413.0
노원구,상계8동,2021,6483.0
노원구,상계8동,2022,6503.0
노원구,상계9동,2018,5956.0
노원구,상계9동,2019,5960.0
노원구,상계9동,2020,5912.0
노원구,상계9동,2021,5814.0
노원구,상계9동,2022,5793.0
노원구,월계1동,2018,7085.0
노원구,월계1동,2019,7159.0
노원구,월계1동,2020,7049.0
노원구,월계1동,2021,6854.0
노원구,월계1동,2022,6728.0
노원구,월계2동,2018,7329.0
노원구,월계2동,2019,7603.0
노원구,월계2동,2020,7970.0
노원구,월계2동,2021,7827.0
노원구,월계2동,2022,7806.0
노원구,월계3동,2018,9154.0
노원구,월계3동,2019,8898.0
노원구,월계3동,2020,8852.0
노원구,월계3동,2021,8878.0
노원구,월계3동,2022,8861.0
노원구,중계1동,2018,8412.0
노원구,중계1동,2019,8487.0
노원구,중계1동,2020,8530.0
노원구,중계1동,2021,8458.0
노원구,중계1동,2022,8457.0
노원구,중계2.3동,2018,8939.0
노원구,중계2.3동,2019,8699.0
노원구,중계2.3동,2020,8674.0
노원구,중계2.3동,2021,8497.0
노원구,중계2.3동,2022,8493.0
노원구,중계4동,2018,5964.0
노원구,중계4동,2019,5887.0
노원구,중계4동,2020,5863.0
노원구,중계4동,2021,5740.0
노원구,중계4동,2022,5719.0
노원구,중계본동,2018,8359.0
노원구,중계본동,2019,8109.0
노원구,중계본동,2020,7930.0
노원구,중계본동,2021,7803.0
노원구,중계본동,2022,7840.0
노원구,하계1동,2018,7651.0
노원구,하계1동,2019,7577.0
노원구,하계1동,2020,7603.0
노원구,하계1동,2021,7523.0
노원구,하계1동,2022,7494.0
노원구,하계2동,2018,6434.0
노원구,하계2동,2019,6298.0
노원구,하계2동,2020,6281.0
노원구,하계2동,2021,6234.0
노원구,하계2동,2022,6220.0
도봉구,도봉1동,2018,6820.0
도봉구,도봉1동,2019,6723.0
도봉구,도봉1동,2020,6706.0
도봉구,도봉1동,2021,6674.0
도봉구,도봉1동,2022,6637.0
도봉구,도봉2동,2018,8581.0
도봉구,도봉2동,2019,8544.0
도봉구,도봉2동,2020,8548.0
도봉구,도봉2동,2021,8450.0
도봉구,도봉2동,2022,8455.0
도봉구,방학1동,2018,9480.0
도봉구,방학1동,2019,9455.0
도봉구,방학1동,2020,9427.0
도봉구,방학1동,2021,10219.0
도봉구,방학1동,2022,10234.0
도봉구,방학2동,2018,5197.0
도봉구,방학2동,2019,5098.0
도봉구,방학2동,2020,4932.0
도봉구,방학2동,2021,4875.0
도봉구,방학2동,2022,4841.0
도봉구,방학3동,2018,8750.0
도봉구,방학3동,2019,8608.0
도봉구,방학3동,2020,8467.0
도봉구,방학3동,2021,8399.0
도봉구,방학3동,2022,8372.0
도봉구,쌍문1동,2018,6389.0
도봉구,쌍문1동,2019,6411.0
도봉구,쌍문1동,2020,6371.0
도봉구,쌍문1동,2021,6455.0
도봉구,쌍문1동,2022,6407.0
도봉구,쌍문2동,2018,5124.0
도봉구,쌍문2동,2019,5076.0
도봉구,쌍문2동,2020,4997.0
도봉구,쌍문2동,2021,4921.0
도봉구,쌍문2동,2022,4939.0
도봉구,쌍문3동,2018,3971.0
도봉구,쌍문3동,2019,3918.0
도봉구,쌍문3동,2020,3833.0
도봉구,쌍문3동,2021,3897.0
도봉구,쌍문3동,2022,3916.0
도봉구,쌍문4동,2018,5599.0
도봉구,쌍문4동,2019,5527.0
도봉구,쌍문4동,2020,5514.0
도봉구,쌍문4동,2021,5419.0
도봉구,쌍문4동,2022,5445.0
도봉구,창1동,2018,8537.0
도봉구,창1동,2019,8592.0
도봉구,창1동,2020,8563.0
