,구,동,평균직장인구
117,성북구,정릉1동,24.166666666666664
118,성북구,정릉2동,13.166666666666668
119,성북구,정릉3동,9.0
120,성북구,정릉4동,8.0
121,성북구,길음1동,28.333333333333336
122,성북구,길음2동,27.166666666666664
123,성북구,종암동,25.666666666666664
124,성북구,월곡1동,38.66666666666667
125,성북구,월곡2동,40.5
126,성북구,장위1동,13.333333333333332
127,성북구,장위2동,30.0
128,성북구,장위3동,25.0
129,성북구,석관동,27.666666666666664
130,강북구,삼양동,16.0
131,강북구,미아동,32.16666666666667
132,강북구,송중동,32.33333333333333
133,강북구,송천동,36.83333333333333
134,강북구,삼각산동,21.166666666666664
135,강북구,번1동,70.0
136,강북구,번2동,21.0
137,강북구,번3동,14.0
138,강북구,수유1동,17.166666666666664
139,강북구,수유2동,35.16666666666667
140,강북구,수유3동,66.83333333333334
141,강북구,우이동,2.0
142,강북구,인수동,12.0
143,도봉구,창1동,16.333333333333336
144,도봉구,창2동,34.5
145,도봉구,창3동,15.0
146,도봉구,창4동,32.66666666666667
147,도봉구,창5동,75.33333333333334
148,도봉구,도봉1동,4.0
149,도봉구,도봉2동,44.0
150,도봉구,쌍문1동,20.166666666666664
151,도봉구,쌍문2동,56.33333333333333
152,도봉구,쌍문3동,42.33333333333333
153,도봉구,쌍문4동,22.166666666666664
154,도봉구,방학1동,49.83333333333333
155,도봉구,방학2동,12.0
156,도봉구,방학3동,10.0
157,노원구,월계1동,22.833333333333336
158,노원구,월계2동,11.0
159,노원구,월계3동,14.833333333333332
160,노원구,공릉1동,75.5
161,노원구,공릉2동,9.0
162,노원구,하계1동,52.33333333333333
163,노원구,하계2동,12.5
164,노원구,중계본동,11.5
165,노원구,중계1동,24.5
166,노원구,중계4동,14.166666666666668
167,노원구,중계2.3동,31.166666666666664
168,노원구,상계1동,12.166666666666668
169,노원구,상계2동,72.66666666666666
170,노원구,상계3.4동,5.833333333333334
171,노원구,상계5동,41.0
172,노원구,상계6.7동,62.5
173,노원구,상계8동,17.5
174,노원구,상계9동,15.5
175,노원구,상계10동,12.5
176,은평구,녹번동,38.16666666666667
177,은평구,불광1동,9.166666666666668
178,은평구,불광2동,20.166666666666664
179,은평구,갈현1동,24.666666666666664
180,은평구,갈현2동,32.83333333333333
181,은평구,구산동,32.16666666666667
182,은평구,대조동,40.5
183,은평구,응암1동,34.16666666666667
184,은평구,응암2동,17.833333333333336
185,은평구,응암3동,32.33333333333333
186,은평구,역촌동,36.33333333333333
187,은평구,신사1동,25.166666666666664
188,은평구,신사2동,17.166666666666664
189,은평구,증산동,25.0
190,은평구,수색동,11.5
191,은평구,진관동,3.5
192,서대문구,천연동,17.166666666666664
193,서대문구,북아현동,27.666666666666664
194,서대문구,충현동,220.66666666666669
195,서대문구,신촌동,80.66666666666666
196,서대문구,연희동,29.5
197,서대문구,홍제1동,12.0
198,서대문구,홍제3동,14.166666666666668
199,서대문구,홍제2동,16.666666666666664
200,서대문구,홍은1동,9.166666666666668
201,서대문구,홍은2동,17.166666666666664
202,서대문구,남가좌1동,28.0
203,서대문구,남가좌2동,20.333333333333336
204,서대문구,북가좌1동,30.5
205,서대문구,북가좌2동,32.66666666666667
206,마포구,아현동,254.16666666666669
207,마포구,공덕동,122.66666666666666
208,마포구,도화동,174.83333333333331
209,마포구,용강동,197.0
210,마포구,대흥동,82.66666666666666
211,마포구,염리동,145.0
212,마포구,신수동,47.33333333333333
213,마포구,서강동,52.0
214,마포구,서교동,299.16666666666663
215,마포구,합정동,61.16666666666667
216,마포구,망원1동,26.666666666666664
217,마포구,망원2동,22.0
218,마포구,연남동,74.5
219,마포구,성산1동,108.0
220,마포구,성산2동,48.0
221,마포구,상암동,46.33333333333333
222,양천구,목1동,90.16666666666666
223,양천구,목2동,24.5
224,양천구,목3동,45.66666666666667
225,양천구,목4동,36.33333333333333
226,양천구,목5동,30.333333333333336
227,양천구,신월1동,42.16666666666667
228,양천구,신월2동,36.0
229,양천구,신월3동,28.0
230,양천구,신월4동,42.5
231,양천구,신월5동,51.5
232,양천구,신월6동,28.333333333333336
233,양천구,신월7동,25.5
234,양천구,신정1동,37.16666666666667
235,양천구,신정2동,31.5
236,양천구,신정3동,22.5
237,양천구,신정4동,77.16666666666666
238,양천구,신정6동,58.66666666666667
239,양천구,신정7동,17.166666666666664
240,강서구,염창동,62.66666666666667
241,강서구,등촌1동,459.16666666666663
242,강서구,등촌2동,25.666666666666664
243,강서구,등촌3동,184.83333333333331
244,강서구,화곡1동,40.66666666666667
245,강서구,화곡2동,34.83333333333333
246,강서구,화곡3동,46.66666666666667
247,강서구,화곡4동,23.0
248,강서구,화곡본동,23.5
249,강서구,화곡6동,96.16666666666666
250,강서구,화곡8동,30.166666666666664
251,강서구,가양1동,36.5
252,강서구,가양2동,22.666666666666664
253,강서구,가양3동,82.33333333333334
254,강서구,발산1동,24.666666666666664
255,강서구,우장산동,35.66666666666667
256,강서구,공항동,37.66666666666667
257,강서구,방화1동,72.5
258,강서구,방화2동,8.0
259,강서구,방화3동,17.0
260,구로구,신도림동,69.66666666666666
261,구로구,구로1동,24.166666666666664
262,구로구,구로2동,150.33333333333331
263,구로구,구로3동,771.8333333333333
264,구로구,구로4동,50.16666666666667
265,구로구,구로5동,195.83333333333331
266,구로구,가리봉동,37.0
267,구로구,고척1동,56.66666666666667
268,구로구,고척2동,19.666666666666664
269,구로구,개봉1동,26.166666666666664
270,구로구,개봉2동,17.666666666666664
271,구로구,개봉3동,58.16666666666667
272,구로구,오류1동,40.5
273,구로구,오류2동,10.5
274,구로구,수궁동,16.0
275,금천구,가산동,604.6666666666667
276,금천구,독산1동,87.0
277,금천구,독산2동,27.666666666666664
278,금천구,독산3동,49.0
279,금천구,독산4동,29.666666666666664
280,금천구,시흥1동,67.5
281,금천구,시흥2동,11.5
282,금천구,시흥3동,66.5
283,금천구,시흥4동,11.0
284,금천구,시흥5동,14.0
285,영등포구,영등포본동,32.16666666666667
286,영등포구,영등포동,170.83333333333331
287,영등포구,여의동,415.16666666666663
288,영등포구,당산1동,234.16666666666669
289,영등포구,당산2동,199.0
290,영등포구,도림동,39.16666666666667
291,영등포구,문래동,247.66666666666669
292,영등포구,양평1동,220.83333333333331
293,영등포구,양평2동,125.5
294,영등포구,신길1동,52.0
295,영등포구,신길3동,31.166666666666664
296,영등포구,신길4동,38.0
297,영등포구,신길5동,25.166666666666664
298,영등포구,신길6동,41.0
299,영등포구,신길7동,46.83333333333333
300,영등포구,대림1동,54.0
301,영등포구,대림2동,40.16666666666667
302,영등포구,대림3동,85.83333333333334
303,동작구,노량진1동,22.5
304,동작구,노량진2동,96.33333333333334
305,동작구,상도1동,32.5
306,동작구,상도2동,36.16666666666667
307,동작구,상도3동,20.666666666666664
308,동작구,상도4동,18.666666666666664
309,동작구,흑석동,28.666666666666664
310,동작구,사당1동,83.33333333333334
311,동작구,사당2동,12.5
312,동작구,사당3동,30.0
313,동작구,사당4동,24.0
314,동작구,사당5동,15.0
315,동작구,대방동,62.16666666666667
316,동작구,신대방1동,44.16666666666667
317,동작구,신대방2동,233.0
318,관악구,보라매동,71.83333333333334
319,관악구,청림동,22.833333333333336
320,관악구,성현동,24.666666666666664
321,관악구,행운동,51.0
322,관악구,낙성대동,51.16666666666667
323,관악구,청룡동,65.5
324,관악구,은천동,48.5
325,관악구,중앙동,52.33333333333333
326,관악구,인헌동,34.83333333333333
327,관악구,남현동,9.833333333333332
328,관악구,서원동,61.66666666666667
329,관악구,신원동,18.5
330,관악구,서림동,16.166666666666664
331,관악구,신사동,34.16666666666667
332,관악구,신림동,51.66666666666667
333,관악구,난향동,17.0
334,관악구,조원동,59.83333333333333
335,관악구,대학동,3.0
336,관악구,삼성동,4.166666666666666
337,관악구,미성동,23.0
338,관악구,난곡동,11.5
339,서초구,서초1동,285.16666666666663
340,서초구,서초2동,479.16666666666663
341,서초구,서초3동,251.5
342,서초구,서초4동,293.16666666666663
343,서초구,잠원동,110.0
344,서초구,반포본동,10.166666666666668
345,서초구,반포1동,81.33333333333334
346,서초구,반포2동,16.833333333333336
347,서초구,반포3동,62.66666666666667
348,서초구,반포4동,227.16666666666669
349,서초구,방배본동,115.16666666666666
350,서초구,방배1동,159.0
351,서초구,방배2동,73.16666666666666
352,서초구,방배3동,40.33333333333333
353,서초구,방배4동,128.5
354,서초구,양재1동,63.0
355,서초구,양재2동,162.83333333333331
356,서초구,내곡동,5.0
357,강남구,신사동,159.33333333333331
358,강남구,논현1동,343.16666666666663
359,강남구,논현2동,451.0
360,강남구,압구정동,136.5
361,강남구,청담동,188.16666666666669
362,강남구,삼성1동,488.66666666666663
363,강남구,삼성2동,463.0
364,강남구,대치1동,46.5
365,강남구,대치2동,315.0
366,강남구,대치4동,386.0
367,강남구,역삼1동,798.3333333333333
368,강남구,역삼2동,428.5
369,강남구,도곡1동,180.66666666666669
370,강남구,도곡2동,240.33333333333334
371,강남구,개포1동,14.166666666666668
372,강남구,개포2동,11.166666666666668
373,강남구,개포4동,62.0
374,강남구,세곡동,7.666666666666667
375,강남구,일원본동,32.5
376,강남구,일원1동,38.0
377,강남구,일원2동,129.5
378,강남구,수서동,91.0
379,송파구,풍납1동,13.166666666666668
380,송파구,풍납2동,68.16666666666666
381,송파구,거여1동,62.16666666666667
382,송파구,거여2동,44.66666666666667
383,송파구,마천1동,20.5
384,송파구,마천2동,35.0
385,송파구,방이1동,109.0
386,송파구,방이2동,185.83333333333331
387,송파구,오륜동,12.166666666666668
388,송파구,오금동,78.33333333333334
389,송파구,송파1동,100.83333333333334
390,송파구,송파2동,82.66666666666666
391,송파구,석촌동,96.83333333333334
392,송파구,삼전동,79.33333333333334
393,송파구,가락본동,243.66666666666669
394,송파구,가락1동,78.66666666666666
395,송파구,가락2동,78.5
396,송파구,문정1동,102.5
397,송파구,문정2동,183.0
398,송파구,장지동,65.83333333333333
399,송파구,위례동,8.5
400,송파구,잠실본동,124.0
401,송파구,잠실2동,12.0
402,송파구,잠실3동,34.16666666666667
403,송파구,잠실4동,12.166666666666668
404,송파구,잠실6동,594.0
405,송파구,잠실7동,10.0
406,강동구,강일동,39.5
407,강동구,상일동,19.833333333333336
408,강동구,명일1동,52.33333333333333
409,강동구,명일2동,26.833333333333336
410,강동구,고덕1동,8.166666666666668
411,강동구,고덕2동,6.166666666666666
412,강동구,암사1동,33.33333333333333
413,강동구,암사2동,12.0
414,강동구,암사3동,6.666666666666666
415,강동구,천호1동,41.33333333333333
416,강동구,천호2동,42.0
417,강동구,천호3동,67.0
418,강동구,성내1동,290.83333333333337
419,강동구,성내2동,58.83333333333333
420,강동구,성내3동,94.83333333333334
421,강동구,길동,64.66666666666666
422,강동구,둔촌1동,6.333333333333333
423,강동구,둔촌2동,42.66666666666667
