,구별,동별,0
2018,강남구,개포1동,3773.0
2018,강남구,개포2동,4746.0
2018,강남구,개포4동,6492.0
2018,강남구,기타,675.0
2018,강남구,논현1동,10886.0
2018,강남구,논현2동,10334.0
2018,강남구,논현동,1.0
2018,강남구,대치1동,13774.0
2018,강남구,대치2동,14509.0
2018,강남구,대치4동,11372.0
2018,강남구,도곡1동,8750.0
2018,강남구,도곡2동,13729.0
2018,강남구,삼성1동,9402.0
2018,강남구,삼성2동,12043.0
2018,강남구,세곡동,18517.0
2018,강남구,수서동,5206.0
2018,강남구,신사동,8615.0
2018,강남구,압구정동,11900.0
2018,강남구,역삼1동,22980.0
2018,강남구,역삼2동,14930.0
2018,강남구,일원1동,5153.0
2018,강남구,일원2동,5411.0
2018,강남구,일원본동,8390.0
2018,강남구,청담동,13724.0
2018,강동구,강일동,10305.0
2018,강동구,고덕1동,9102.0
2018,강동구,고덕2동,2438.0
2018,강동구,기타,89.0
2018,강동구,길1동,1.0
2018,강동구,길동,15941.0
2018,강동구,둔촌1동,668.0
2018,강동구,둔촌2동,8874.0
2018,강동구,명일1동,6637.0
2018,강동구,명일2동,5918.0
2018,강동구,상일동,4168.0
2018,강동구,성내1동,8578.0
2018,강동구,성내2동,6807.0
2018,강동구,성내3동,7026.0
2018,강동구,암사1동,10604.0
2018,강동구,암사2동,4715.0
2018,강동구,암사3동,6378.0
2018,강동구,천호1동,9055.0
2018,강동구,천호2동,10094.0
2018,강동구,천호3동,8014.0
2018,강동구,하일동,8.0
2018,강북구,기타,12.0
2018,강북구,미아동,5353.0
2018,강북구,번1동,4899.0
2018,강북구,번2동,4155.0
2018,강북구,번3동,4745.0
2018,강북구,삼각산동,9436.0
2018,강북구,삼양동,6280.0
2018,강북구,송중동,6285.0
2018,강북구,송천동,6114.0
2018,강북구,수유1동,5940.0
2018,강북구,수유2동,5452.0
2018,강북구,수유3동,5022.0
2018,강북구,우이동,5820.0
2018,강북구,인수동,7852.0
2018,강서구,가양1동,23791.0
2018,강서구,가양2동,4150.0
2018,강서구,가양3동,5034.0
2018,강서구,공항동,10614.0
2018,강서구,기타,309.0
2018,강서구,등촌1동,8737.0
2018,강서구,등촌2동,7357.0
2018,강서구,등촌3동,9935.0
2018,강서구,발산1동,13028.0
2018,강서구,방화1동,15265.0
2018,강서구,방화2동,10102.0
2018,강서구,방화3동,7760.0
2018,강서구,염창동,15089.0
2018,강서구,우장산동,14601.0
2018,강서구,화곡1동,16375.0
2018,강서구,화곡2동,5364.0
2018,강서구,화곡3동,6623.0
2018,강서구,화곡4동,6283.0
2018,강서구,화곡6동,7858.0
2018,강서구,화곡8동,6630.0
2018,강서구,화곡본동,9561.0
2018,관악구,기타,155.0
2018,관악구,낙성대동,3982.0
2018,관악구,난곡동,6601.0
2018,관악구,난향동,5083.0
2018,관악구,남현동,5172.0
2018,관악구,대학동,4896.0
2018,관악구,미성동,8749.0
2018,관악구,보라매동,6482.0
2018,관악구,삼성동,6742.0
2018,관악구,서림동,5855.0
2018,관악구,서원동,4998.0
2018,관악구,성현동,8933.0
2018,관악구,신림동,4506.0
2018,관악구,신사동,5375.0
2018,관악구,신원동,3558.0
2018,관악구,은천동,9084.0
2018,관악구,인헌동,6202.0
2018,관악구,조원동,5054.0
2018,관악구,중앙동,3012.0
2018,관악구,청룡동,5907.0
2018,관악구,청림동,4529.0
2018,관악구,행운동,6555.0
2018,광진구,광장동,11668.0
2018,광진구,구의1동,6332.0
2018,광진구,구의2동,7241.0
2018,광진구,구의3동,9174.0
2018,광진구,군자동,5162.0
2018,광진구,기타,79.0
2018,광진구,능동,3057.0
2018,광진구,자양1동,8133.0
2018,광진구,자양2동,8599.0
2018,광진구,자양3동,9589.0
2018,광진구,자양4동,5033.0
2018,광진구,중곡1동,4932.0
2018,광진구,중곡2동,5407.0
2018,광진구,중곡3동,4313.0
2018,광진구,중곡4동,7834.0
2018,광진구,화양동,3999.0
2018,구로구,가리봉동,2881.0
2018,구로구,개봉1동,10534.0
2018,구로구,개봉2동,9688.0
2018,구로구,개봉3동,6005.0
2018,구로구,개봉본동,17.0
2018,구로구,고척1동,8307.0
2018,구로구,고척2동,9088.0
2018,구로구,구로1동,19226.0
2018,구로구,구로2동,11388.0
2018,구로구,구로3동,9301.0
2018,구로구,구로4동,5891.0
2018,구로구,구로5동,10448.0
2018,구로구,구로본동,53.0
2018,구로구,기타,229.0
2018,구로구,수궁동,8375.0
2018,구로구,신도림동,12802.0
2018,구로구,오류1동,6998.0
2018,구로구,오류2동,13209.0
2018,금천구,가산동,18737.0
2018,금천구,기타,131.0
2018,금천구,독산1동,15276.0
2018,금천구,독산1동분소,2.0
2018,금천구,독산2동,5354.0
2018,금천구,독산3동,7554.0
2018,금천구,독산4동,4743.0
2018,금천구,시흥1동,11503.0
2018,금천구,시흥2동,7322.0
2018,금천구,시흥3동,4679.0
2018,금천구,시흥4동,6324.0
2018,금천구,시흥5동,5438.0
2018,노원구,공릉1.3동,93.0
2018,노원구,공릉1동,11532.0
2018,노원구,공릉2동,12457.0
2018,노원구,기타,188.0
2018,노원구,상계10동,4502.0
2018,노원구,상계1동,13877.0
2018,노원구,상계2동,6270.0
2018,노원구,상계3.4동,7753.0
2018,노원구,상계5동,5972.0
2018,노원구,상계6.7동,9134.0
2018,노원구,상계8동,6553.0
2018,노원구,상계9동,5956.0
2018,노원구,월계1동,7085.0
2018,노원구,월계2동,7329.0
2018,노원구,월계3동,9154.0
2018,노원구,월계4동,6.0
2018,노원구,중계1동,8412.0
2018,노원구,중계2.3동,8939.0
2018,노원구,중계4동,5964.0
2018,노원구,중계본동,8359.0
2018,노원구,하계1동,7651.0
2018,노원구,하계2동,6434.0
2018,도봉구,기타,101.0
2018,도봉구,도봉1동,6820.0
2018,도봉구,도봉2동,8581.0
2018,도봉구,방학1동,9480.0
2018,도봉구,방학2동,5197.0
2018,도봉구,방학3동,8750.0
2018,도봉구,쌍문1동,6389.0
2018,도봉구,쌍문2동,5124.0
2018,도봉구,쌍문3동,3971.0
2018,도봉구,쌍문4동,5599.0
2018,도봉구,창1동,8537.0
2018,도봉구,창2동,8398.0
2018,도봉구,창3동,3819.0
2018,도봉구,창4동,8647.0
2018,도봉구,창5동,7895.0
2018,동대문구,기타,221.0
2018,동대문구,답십리1동,9635.0
2018,동대문구,답십리2동,8118.0
2018,동대문구,용신동,9601.0
2018,동대문구,이문1동,5023.0
2018,동대문구,이문2동,5600.0
2018,동대문구,장안1동,13031.0
2018,동대문구,장안2동,9986.0
2018,동대문구,전농1동,7560.0
2018,동대문구,전농2동,5517.0
2018,동대문구,제기동,6388.0
2018,동대문구,청량리동,5548.0
2018,동대문구,회기동,2157.0
2018,동대문구,휘경1동,3493.0
2018,동대문구,휘경2동,6443.0
2018,동작구,기타,62.0
2018,동작구,노량진1동,8805.0
2018,동작구,노량진2동,2776.0
2018,동작구,대방동,10854.0
2018,동작구,사당1동,5711.0
2018,동작구,사당2동,7775.0
2018,동작구,사당3동,7469.0
2018,동작구,사당4동,3690.0
2018,동작구,사당5동,3469.0
2018,동작구,상도1동,12469.0
2018,동작구,상도2동,7279.0
2018,동작구,상도3동,5956.0
2018,동작구,상도4동,7169.0
2018,동작구,신대방1동,7761.0
2018,동작구,신대방2동,6031.0
2018,동작구,흑석동,8200.0
2018,마포구,공덕동,11876.0
2018,마포구,기타,428.0
2018,마포구,노고산동,1.0
2018,마포구,대흥동,2952.0
2018,마포구,도화1동,1.0
2018,마포구,도화2동,1.0
2018,마포구,도화동,7740.0
2018,마포구,망원1동,5975.0
2018,마포구,망원2동,5434.0
2018,마포구,상암동,11563.0
2018,마포구,서강동,7512.0
2018,마포구,서교동,8821.0
2018,마포구,성산1동,6559.0
2018,마포구,성산2동,11725.0
2018,마포구,신수동,6617.0
2018,마포구,아현동,7816.0
2018,마포구,연남동,4420.0
2018,마포구,염리동,3348.0
2018,마포구,용강동,8952.0
2018,마포구,합정동,6250.0
2018,서대문구,기타,211.0
2018,서대문구,남가좌1동,5539.0
2018,서대문구,남가좌2동,6441.0
2018,서대문구,북가좌1동,7607.0
2018,서대문구,북가좌2동,8875.0
2018,서대문구,북아현동,4470.0
2018,서대문구,신촌동,3778.0
2018,서대문구,연희동,10493.0
2018,서대문구,천연동,5138.0
2018,서대문구,충현동,5966.0
2018,서대문구,홍은1동,6691.0
2018,서대문구,홍은2동,7694.0
2018,서대문구,홍제1동,5944.0
2018,서대문구,홍제2동,3847.0
2018,서대문구,홍제3동,4060.0
2018,서초구,기타,158.0
2018,서초구,내곡동,7769.0
2018,서초구,반포1동,10651.0
2018,서초구,반포2동,6031.0
2018,서초구,반포3동,6933.0
2018,서초구,반포4동,7067.0
2018,서초구,반포본동,4995.0
2018,서초구,방배1동,7350.0
2018,서초구,방배2동,6920.0
2018,서초구,방배3동,7649.0
2018,서초구,방배4동,8838.0
2018,서초구,방배본동,8961.0
2018,서초구,서초1동,16426.0
2018,서초구,서초2동,7195.0
2018,서초구,서초3동,14859.0
2018,서초구,서초4동,11804.0
2018,서초구,양재1동,21873.0
2018,서초구,양재2동,14323.0
2018,서초구,잠원동,12321.0
2018,성동구,금호1가동,4922.0
2018,성동구,금호2.3가동,6340.0
2018,성동구,금호4가동,4556.0
2018,성동구,기타,35.0
2018,성동구,마장동,8205.0
2018,성동구,사근동,2294.0
2018,성동구,성수1가1동,8059.0
2018,성동구,성수1가2동,6813.0
2018,성동구,성수2가1동,8363.0
2018,성동구,성수2가3동,7204.0
2018,성동구,송정동,2867.0
2018,성동구,옥수동,8717.0
2018,성동구,왕십리2동,4562.0
2018,성동구,왕십리도선동,7896.0
2018,성동구,용답동,9125.0
2018,성동구,응봉동,4638.0
2018,성동구,행당1동,4541.0
2018,성동구,행당2동,6956.0
2018,성북구,기타,183.0
2018,성북구,길음1동,10961.0
2018,성북구,길음2동,3263.0
2018,성북구,돈암1동,4374.0
2018,성북구,돈암2동,7583.0
2018,성북구,동선동,3451.0
2018,성북구,보문동,4549.0
2018,성북구,삼선동,6212.0
2018,성북구,석관동,8761.0
2018,성북구,성북동,4919.0
2018,성북구,안암동,3202.0
2018,성북구,월곡1동,7550.0
2018,성북구,월곡2동,5408.0
2018,성북구,장위1동,5233.0
2018,성북구,장위2동,3332.0
2018,성북구,장위3동,3252.0
2018,성북구,정릉1동,5580.0
2018,성북구,정릉2동,6481.0
2018,성북구,정릉3동,3802.0
2018,성북구,정릉4동,7821.0
2018,성북구,종암동,10625.0
2018,송파구,가락1동,2053.0
2018,송파구,가락2동,11167.0
2018,송파구,가락본동,11966.0
2018,송파구,거여1동,4242.0
2018,송파구,거여2동,5088.0
2018,송파구,기타,304.0
2018,송파구,마천1동,6292.0
2018,송파구,마천2동,6091.0
2018,송파구,문정1동,11562.0
2018,송파구,문정2동,14009.0
2018,송파구,방이1동,6776.0
2018,송파구,방이2동,7872.0
2018,송파구,삼전동,9981.0
2018,송파구,석촌동,11073.0
2018,송파구,송파1동,8500.0
2018,송파구,송파2동,7083.0
2018,송파구,오금동,14275.0
2018,송파구,오륜동,6749.0
2018,송파구,위례동,9292.0
2018,송파구,잠실2동,12194.0
2018,송파구,잠실3동,11961.0
2018,송파구,잠실4동,10515.0
2018,송파구,잠실6동,9501.0
2018,송파구,잠실7동,3672.0
2018,송파구,잠실본동,9200.0
2018,송파구,장지동,12410.0
2018,송파구,풍납1동,4743.0
2018,송파구,풍납2동,7607.0
2018,양천구,기타,166.0
2018,양천구,목1동,11600.0
2018,양천구,목2동,9033.0
2018,양천구,목3동,6584.0
2018,양천구,목4동,7543.0
2018,양천구,목5동,14594.0
2018,양천구,신월1동,8265.0
2018,양천구,신월2동,7363.0
2018,양천구,신월3동,6008.0
2018,양천구,신월4동,6612.0
2018,양천구,신월5동,4780.0
2018,양천구,신월6동,3967.0
2018,양천구,신월7동,6737.0
2018,양천구,신정1동,8045.0
2018,양천구,신정2동,6499.0
2018,양천구,신정3동,15057.0
2018,양천구,신정4동,9691.0
2018,양천구,신정6동,8763.0
2018,양천구,신정7동,9214.0
2018,영등포구,기타,104.0
2018,영등포구,당산1동,7915.0
2018,영등포구,당산2동,12465.0
2018,영등포구,대림1동,4338.0
2018,영등포구,대림2동,4199.0
2018,영등포구,대림3동,8363.0
2018,영등포구,도림동,5975.0
2018,영등포구,문래동,13566.0
2018,영등포구,신길1동,5014.0
2018,영등포구,신길3동,4454.0
2018,영등포구,신길4동,2505.0
2018,영등포구,신길5동,2909.0
2018,영등포구,신길6동,5023.0
2018,영등포구,신길7동,5420.0
2018,영등포구,양평1동,11011.0
2018,영등포구,양평2동,11521.0
2018,영등포구,여의동,23346.0
2018,영등포구,영등포동,9572.0
2018,영등포구,영등포본동,6239.0
2018,용산구,기타,188.0
2018,용산구,남영동,2168.0
2018,용산구,보광동,3194.0
2018,용산구,서빙고동,4648.0
2018,용산구,용문동,3430.0
2018,용산구,용산2가동,2299.0
2018,용산구,원효로1동,6085.0
2018,용산구,원효로2동,5252.0
2018,용산구,이촌1동,10169.0
2018,용산구,이촌2동,4328.0
2018,용산구,이태원1동,2471.0
2018,용산구,이태원2동,2429.0
2018,용산구,청파동,4361.0
2018,용산구,한강로동,12478.0
2018,용산구,한남동,7207.0
2018,용산구,효창동,2721.0
2018,용산구,후암동,4087.0
2018,은평구,갈현1동,6008.0
2018,은평구,갈현2동,7726.0
2018,은평구,구산동,9548.0
2018,은평구,기타,17.0
2018,은평구,녹번동,9377.0
2018,은평구,대조동,7174.0
2018,은평구,불광1동,10511.0
2018,은평구,불광2동,6687.0
2018,은평구,수색동,3741.0
2018,은평구,신사1동,8182.0
2018,은평구,신사2동,6628.0
2018,은평구,역촌동,12719.0
2018,은평구,응암1동,6740.0
2018,은평구,응암2동,6123.0
2018,은평구,응암3동,5899.0
2018,은평구,증산동,4938.0
2018,은평구,진관동,17629.0
2018,종로구,가회동,1335.0
2018,종로구,교남동,2904.0
2018,종로구,기타,231.0
2018,종로구,명륜3가동,31.0
2018,종로구,무악동,2668.0
2018,종로구,부암동,3121.0
2018,종로구,사직동,8574.0
2018,종로구,삼청동,837.0
2018,종로구,숭인1동,1545.0
2018,종로구,숭인2동,2202.0
2018,종로구,이화동,1733.0
2018,종로구,종로1.2.3.4가동,5355.0
2018,종로구,종로5.6가동,1912.0
2018,종로구,창신1동,1211.0
2018,종로구,창신2동,1499.0
2018,종로구,창신3동,1733.0
2018,종로구,청운효자동,3705.0
2018,종로구,평창동,6544.0
2018,종로구,혜화동,3590.0
2018,중구,광희동,2459.0
2018,중구,기타,402.0
2018,중구,남대문로5가동,1.0
2018,중구,다산동,3324.0
2018,중구,동화동,2938.0
2018,중구,명동,5618.0
2018,중구,소공동,5040.0
2018,중구,신당1동,77.0
2018,중구,신당2동,42.0
2018,중구,신당3동,14.0
2018,중구,신당4동,5.0
2018,중구,신당5동,2500.0
2018,중구,신당6동,16.0
2018,중구,신당동,3202.0
2018,중구,약수동,4839.0
2018,중구,을지로3.4.5가동,52.0
2018,중구,을지로동,1666.0
2018,중구,장충동,1390.0
2018,중구,중림동,3989.0
2018,중구,청구동,3598.0
2018,중구,태평로1가동,1.0
2018,중구,필동,2221.0
2018,중구,황학동,3253.0
2018,중구,회현동,5169.0
2018,중랑구,기타,119.0
2018,중랑구,망우3동,4968.0
2018,중랑구,망우본동,9978.0
2018,중랑구,면목2동,7455.0
2018,중랑구,면목3.8동,6546.0
2018,중랑구,면목4동,5193.0
2018,중랑구,면목5동,2850.0
2018,중랑구,면목7동,5827.0
2018,중랑구,면목본동,8158.0
2018,중랑구,묵1동,11035.0
2018,중랑구,묵2동,5838.0
2018,중랑구,상봉1동,8270.0
2018,중랑구,상봉2동,5362.0
2018,중랑구,신내1동,12890.0
2018,중랑구,신내2동,6950.0
2018,중랑구,중화1동,5779.0
2018,중랑구,중화2동,6804.0
2019,강남구,개포1동,3616.0
2019,강남구,개포2동,7733.0
2019,강남구,개포4동,6267.0
2019,강남구,기타,611.0
2019,강남구,논현1동,10583.0
2019,강남구,논현2동,10320.0
2019,강남구,논현동,1.0
2019,강남구,대치1동,12612.0
2019,강남구,대치2동,14407.0
2019,강남구,대치4동,11119.0
2019,강남구,도곡1동,8805.0
2019,강남구,도곡2동,13650.0
2019,강남구,삼성1동,9251.0
2019,강남구,삼성2동,11882.0
2019,강남구,세곡동,18715.0
2019,강남구,수서동,5132.0
2019,강남구,신사동,8439.0
2019,강남구,압구정동,11862.0
2019,강남구,역삼1동,22751.0
2019,강남구,역삼2동,15126.0
2019,강남구,일원1동,4961.0
2019,강남구,일원2동,6043.0
2019,강남구,일원본동,8402.0
2019,강남구,청담동,13126.0
2019,강동구,강일동,10108.0
2019,강동구,고덕1동,9114.0
2019,강동구,고덕2동,6548.0
2019,강동구,기타,70.0
2019,강동구,길1동,1.0
2019,강동구,길동,15610.0
2019,강동구,둔촌1동,689.0
2019,강동구,둔촌2동,8695.0
2019,강동구,명일1동,8239.0
2019,강동구,명일2동,5787.0
2019,강동구,상일동,4067.0
2019,강동구,성내1동,8668.0
2019,강동구,성내2동,6697.0
2019,강동구,성내3동,6911.0
2019,강동구,암사1동,10559.0
2019,강동구,암사2동,4750.0
2019,강동구,암사3동,6303.0
2019,강동구,천호1동,8959.0
2019,강동구,천호2동,9854.0
2019,강동구,천호3동,7912.0
2019,강동구,하일동,8.0
2019,강북구,기타,12.0
2019,강북구,미아동,5108.0
2019,강북구,번1동,4935.0
2019,강북구,번2동,3963.0
2019,강북구,번3동,4590.0
2019,강북구,삼각산동,9315.0
2019,강북구,삼양동,6091.0
2019,강북구,송중동,6839.0
2019,강북구,송천동,5978.0
2019,강북구,수유1동,5787.0
2019,강북구,수유2동,5292.0
2019,강북구,수유3동,4985.0
2019,강북구,우이동,5705.0
2019,강북구,인수동,7764.0
2019,강서구,가양1동,24304.0
2019,강서구,가양2동,4012.0
2019,강서구,가양3동,6523.0
2019,강서구,공항동,10509.0
2019,강서구,기타,286.0
2019,강서구,등촌1동,8657.0
2019,강서구,등촌2동,7189.0
2019,강서구,등촌3동,9370.0
2019,강서구,발산1동,13447.0
2019,강서구,방화1동,15159.0
2019,강서구,방화2동,9921.0
2019,강서구,방화3동,7613.0
2019,강서구,염창동,15679.0
2019,강서구,우장산동,14162.0
2019,강서구,화곡1동,16225.0
2019,강서구,화곡2동,5165.0
2019,강서구,화곡3동,6597.0
2019,강서구,화곡4동,6131.0
2019,강서구,화곡6동,7887.0
2019,강서구,화곡8동,6431.0
2019,강서구,화곡본동,9408.0
2019,관악구,기타,148.0
2019,관악구,낙성대동,3936.0
2019,관악구,난곡동,6528.0
2019,관악구,난향동,5014.0
2019,관악구,남현동,5129.0
2019,관악구,대학동,4837.0
2019,관악구,미성동,8576.0
2019,관악구,보라매동,6404.0
2019,관악구,삼성동,6552.0
2019,관악구,서림동,5633.0
2019,관악구,서원동,5109.0
2019,관악구,성현동,8490.0
2019,관악구,신림동,4561.0
2019,관악구,신사동,5156.0
2019,관악구,신원동,3434.0
2019,관악구,은천동,8930.0
2019,관악구,인헌동,6071.0
2019,관악구,조원동,4792.0
2019,관악구,중앙동,3005.0
2019,관악구,청룡동,6872.0
2019,관악구,청림동,4474.0
2019,관악구,행운동,6399.0
2019,광진구,광장동,11657.0
2019,광진구,구의1동,6185.0
2019,광진구,구의2동,7201.0
2019,광진구,구의3동,9191.0
2019,광진구,군자동,5068.0
2019,광진구,기타,77.0
2019,광진구,능동,3001.0
2019,광진구,자양1동,8051.0
2019,광진구,자양2동,8612.0
2019,광진구,자양3동,9415.0
2019,광진구,자양4동,4962.0
2019,광진구,중곡1동,4859.0
2019,광진구,중곡2동,5331.0
2019,광진구,중곡3동,4131.0
2019,광진구,중곡4동,7628.0
2019,광진구,화양동,3930.0
2019,구로구,가리봉동,2760.0
2019,구로구,개봉1동,10189.0
2019,구로구,개봉2동,9591.0
2019,구로구,개봉3동,6030.0
2019,구로구,개봉본동,17.0
2019,구로구,고척1동,8113.0
2019,구로구,고척2동,8921.0
2019,구로구,구로1동,18447.0
2019,구로구,구로2동,11090.0
2019,구로구,구로3동,9352.0
2019,구로구,구로4동,5632.0
2019,구로구,구로5동,10242.0
2019,구로구,구로본동,51.0
2019,구로구,기타,211.0
2019,구로구,수궁동,8237.0
2019,구로구,신도림동,12613.0
2019,구로구,오류1동,7326.0
2019,구로구,오류2동,15643.0
2019,금천구,가산동,19087.0
2019,금천구,기타,103.0
2019,금천구,독산1동,16248.0
2019,금천구,독산1동분소,2.0
2019,금천구,독산2동,5227.0
2019,금천구,독산3동,7486.0
2019,금천구,독산4동,4438.0
2019,금천구,시흥1동,11508.0
2019,금천구,시흥2동,7251.0
2019,금천구,시흥3동,4565.0
2019,금천구,시흥4동,6220.0
2019,금천구,시흥5동,5446.0
2019,노원구,공릉1.3동,72.0
2019,노원구,공릉1동,11401.0
2019,노원구,공릉2동,12346.0
2019,노원구,기타,181.0
2019,노원구,상계10동,4442.0
2019,노원구,상계1동,13802.0
2019,노원구,상계2동,6240.0
2019,노원구,상계3.4동,7563.0
2019,노원구,상계5동,5869.0
2019,노원구,상계6.7동,8971.0
2019,노원구,상계8동,6501.0
2019,노원구,상계9동,5960.0
2019,노원구,월계1동,7159.0
2019,노원구,월계2동,7603.0
2019,노원구,월계3동,8898.0
2019,노원구,월계4동,6.0
2019,노원구,중계1동,8487.0
2019,노원구,중계2.3동,8699.0
2019,노원구,중계4동,5887.0
2019,노원구,중계본동,8109.0
2019,노원구,하계1동,7577.0
2019,노원구,하계2동,6298.0
2019,도봉구,기타,99.0
2019,도봉구,도봉1동,6723.0
2019,도봉구,도봉2동,8544.0
2019,도봉구,방학1동,9455.0
2019,도봉구,방학2동,5098.0
2019,도봉구,방학3동,8608.0
2019,도봉구,쌍문1동,6411.0
2019,도봉구,쌍문2동,5076.0
2019,도봉구,쌍문3동,3918.0
2019,도봉구,쌍문4동,5527.0
2019,도봉구,창1동,8592.0
2019,도봉구,창2동,8285.0
2019,도봉구,창3동,3743.0
2019,도봉구,창4동,8485.0
2019,도봉구,창5동,7871.0
2019,동대문구,기타,204.0
2019,동대문구,답십리1동,9619.0
2019,동대문구,답십리2동,8696.0
2019,동대문구,용신동,9595.0
2019,동대문구,이문1동,4160.0
2019,동대문구,이문2동,5292.0
2019,동대문구,장안1동,13011.0
2019,동대문구,장안2동,10309.0
2019,동대문구,전농1동,7539.0
2019,동대문구,전농2동,5426.0
2019,동대문구,제기동,6386.0
2019,동대문구,청량리동,5352.0
2019,동대문구,회기동,2116.0
2019,동대문구,휘경1동,3928.0
2019,동대문구,휘경2동,6274.0
2019,동작구,기타,62.0
2019,동작구,노량진1동,8684.0
2019,동작구,노량진2동,2707.0
2019,동작구,대방동,10841.0
2019,동작구,사당1동,5538.0
2019,동작구,사당2동,7669.0
2019,동작구,사당3동,7327.0
2019,동작구,사당4동,3638.0
2019,동작구,사당5동,3389.0
2019,동작구,상도1동,12379.0
2019,동작구,상도2동,7864.0
2019,동작구,상도3동,5863.0
2019,동작구,상도4동,7086.0
2019,동작구,신대방1동,7628.0
2019,동작구,신대방2동,5755.0
2019,동작구,흑석동,9042.0
2019,마포구,공덕동,11875.0
2019,마포구,기타,399.0
2019,마포구,노고산동,1.0
2019,마포구,대흥동,2870.0
2019,마포구,도화1동,1.0
2019,마포구,도화2동,1.0
2019,마포구,도화동,7764.0
2019,마포구,망원1동,5908.0
2019,마포구,망원2동,5377.0
2019,마포구,상암동,11305.0
2019,마포구,서강동,7643.0
2019,마포구,서교동,8523.0
2019,마포구,성산1동,6386.0
2019,마포구,성산2동,11415.0
2019,마포구,신수동,7368.0
2019,마포구,아현동,7898.0
2019,마포구,연남동,4294.0
2019,마포구,염리동,3472.0
2019,마포구,용강동,9093.0
2019,마포구,합정동,6313.0
2019,서대문구,기타,200.0
2019,서대문구,남가좌1동,5601.0
2019,서대문구,남가좌2동,6610.0
2019,서대문구,북가좌1동,7611.0
2019,서대문구,북가좌2동,8676.0
2019,서대문구,북아현동,4458.0
2019,서대문구,신촌동,3940.0
2019,서대문구,연희동,10660.0
2019,서대문구,천연동,5074.0
2019,서대문구,충현동,6003.0
2019,서대문구,홍은1동,6531.0
2019,서대문구,홍은2동,7481.0
2019,서대문구,홍제1동,6580.0
2019,서대문구,홍제2동,3731.0
2019,서대문구,홍제3동,3949.0
2019,서초구,기타,124.0
2019,서초구,내곡동,7910.0
2019,서초구,반포1동,11043.0
2019,서초구,반포2동,5930.0
2019,서초구,반포3동,6898.0
2019,서초구,반포4동,7002.0
2019,서초구,반포본동,4860.0
2019,서초구,방배1동,7636.0
2019,서초구,방배2동,6416.0
2019,서초구,방배3동,7618.0
2019,서초구,방배4동,8214.0
2019,서초구,방배본동,8945.0
2019,서초구,서초1동,16939.0
2019,서초구,서초2동,7132.0
2019,서초구,서초3동,15164.0
2019,서초구,서초4동,11810.0
2019,서초구,양재1동,21609.0
2019,서초구,양재2동,13541.0
2019,서초구,잠원동,12390.0
2019,성동구,금호1가동,4881.0
2019,성동구,금호2.3가동,6300.0
2019,성동구,금호4가동,4528.0
2019,성동구,기타,29.0
2019,성동구,마장동,8534.0
2019,성동구,사근동,2211.0
2019,성동구,성수1가1동,9292.0
2019,성동구,성수1가2동,7181.0
2019,성동구,성수2가1동,7987.0
2019,성동구,성수2가3동,7375.0
2019,성동구,송정동,2808.0
2019,성동구,옥수동,8698.0
2019,성동구,왕십리2동,4415.0
2019,성동구,왕십리도선동,7976.0
2019,성동구,용답동,8099.0
2019,성동구,응봉동,4647.0
2019,성동구,행당1동,4463.0
2019,성동구,행당2동,6838.0
2019,성북구,기타,175.0
2019,성북구,길음1동,10767.0
2019,성북구,길음2동,4793.0
2019,성북구,돈암1동,4298.0
2019,성북구,돈암2동,7568.0
2019,성북구,동선동,3347.0
2019,성북구,보문동,4460.0
2019,성북구,삼선동,6028.0
2019,성북구,석관동,9594.0
2019,성북구,성북동,4777.0
2019,성북구,안암동,3177.0
2019,성북구,월곡1동,7442.0
2019,성북구,월곡2동,5261.0
2019,성북구,장위1동,5079.0
2019,성북구,장위2동,3111.0
2019,성북구,장위3동,5257.0
2019,성북구,정릉1동,5995.0
2019,성북구,정릉2동,6353.0
2019,성북구,정릉3동,3698.0
2019,성북구,정릉4동,7638.0
2019,성북구,종암동,10502.0
2019,송파구,가락1동,11092.0
2019,송파구,가락2동,10992.0
2019,송파구,가락본동,12074.0
2019,송파구,거여1동,4153.0
2019,송파구,거여2동,4987.0
2019,송파구,기타,258.0
2019,송파구,마천1동,6062.0
2019,송파구,마천2동,5955.0
2019,송파구,문정1동,11214.0
2019,송파구,문정2동,14353.0
2019,송파구,방이1동,6709.0
2019,송파구,방이2동,7757.0
2019,송파구,삼전동,9550.0
2019,송파구,석촌동,10667.0
2019,송파구,송파1동,8246.0
2019,송파구,송파2동,7060.0
2019,송파구,오금동,14193.0
2019,송파구,오륜동,6698.0
2019,송파구,위례동,9329.0
2019,송파구,잠실2동,12182.0
2019,송파구,잠실3동,11828.0
2019,송파구,잠실4동,8330.0
2019,송파구,잠실6동,9878.0
2019,송파구,잠실7동,3624.0
2019,송파구,잠실본동,9054.0
2019,송파구,장지동,12075.0
2019,송파구,풍납1동,4570.0
2019,송파구,풍납2동,7668.0
2019,양천구,기타,162.0
2019,양천구,목1동,11655.0
2019,양천구,목2동,8890.0
2019,양천구,목3동,6544.0
2019,양천구,목4동,7437.0
2019,양천구,목5동,14505.0
2019,양천구,신월1동,8166.0
2019,양천구,신월2동,7188.0
2019,양천구,신월3동,5938.0
2019,양천구,신월4동,6593.0
2019,양천구,신월5동,4752.0
2019,양천구,신월6동,4048.0
2019,양천구,신월7동,6516.0
2019,양천구,신정1동,8145.0
2019,양천구,신정2동,6428.0
2019,양천구,신정3동,14941.0
