고유번호,구코드,법정동코드,동명,위도,경도,노상/노외/부설/주차장구분
1627724,11215,10200,능동,37.552251,127.088208,1
1627725,11215,10300,구의동,37.549023,127.085946,1
1627728,11215,10300,구의동,37.548965,127.085803,1
1627731,11215,10300,구의동,37.548883,127.085671,1
1627733,11215,10300,구의동,37.548816,127.08559,1
1627736,11215,10700,화양동,37.545328,127.074527,1
1627737,11215,10700,화양동,37.545347,127.074459,1
1627738,11215,10700,화양동,37.545368,127.074389,1
1627740,11215,10700,화양동,37.545407,127.074246,1
1627743,11215,10700,화양동,37.545152,127.075644,1
1627747,11215,10500,자양동,37.531205,127.072483,1
1627749,11215,10500,자양동,37.530964,127.07258,1
1627742,11215,10700,화양동,37.545092,127.075385,1
1574713,11215,10500,자양동,37.53084219,127.08822117,3
1574717,11215,10100,중곡동,37.55808177,127.0936476,3
1628496,11215,10300,구의동,37.542495,127.094044,1
866084,11215,10700,화양동,37.54747217,127.06779904,3
1627726,11215,10300,구의동,37.549003,127.085901,1
1627741,11215,10700,화양동,37.54493,127.075046,1
1626890,11215,10100,중곡동,37.561509,127.095784,1
1626938,11215,10300,구의동,37.55056,127.095608,1
1626959,11215,10100,중곡동,37.556454,127.093434,1
1626972,11215,10100,중곡동,37.559455,127.094394,1
1626987,11215,10100,중곡동,37.558949,127.093725,1
1627038,11215,10100,중곡동,37.559264,127.092009,1
1627060,11215,10100,중곡동,37.563135,127.086226,1
1627077,11215,10100,중곡동,37.560438,127.086844,1
1627102,11215,10100,중곡동,37.560464,127.085693,1
1627122,11215,10100,중곡동,37.558849,127.089172,1
1627152,11215,10100,중곡동,37.564914,127.087934,1
1627179,11215,10100,중곡동,37.565271,127.087813,1
1627216,11215,10100,중곡동,37.561244,127.084233,1
1627255,11215,10100,중곡동,37.5586,127.091446,1
1627275,11215,10100,중곡동,37.56011,127.087914,1
1627289,11215,10100,중곡동,37.559846,127.088886,1
1627301,11215,10100,중곡동,37.558835,127.088803,1
1627324,11215,10100,중곡동,37.558747,127.091048,1
1627351,11215,10500,자양동,37.536002,127.069747,1
1627367,11215,10200,능동,37.551933,127.087293,1
1627407,11215,10100,중곡동,37.565677,127.078731,1
1627423,11215,10500,자양동,37.535533,127.069617,1
1628618,11215,10200,능동,37.551685,127.085574,1
1629469,11215,10100,중곡동,37.570146,127.084449,1
1629483,11215,10300,구의동,37.542519,127.085964,1
1629500,11215,10400,광장동,37.54567,127.103992,1
1627817,11215,10100,중곡동,37.566509,127.078615,1
1627790,11215,10200,능동,37.551786,127.077179,1
1627845,11215,10100,중곡동,37.561731,127.077412,1
1627896,11215,10100,중곡동,37.558387,127.084436,1
1628632,11215,10100,중곡동,37.569284,127.084849,1
1628651,11215,10400,광장동,37.54604,127.103778,1
1629535,11215,10700,화양동,37.544935,127.067922,1
1629575,11215,10500,자양동,37.531984,127.08756,1
1627860,11215,10100,중곡동,37.561671,127.078111,1
1627872,11215,10100,중곡동,37.566423,127.078618,1
1627894,11215,10100,중곡동,37.558494,127.084141,1
1627915,11215,10500,자양동,37.533065,127.061956,1
1627967,11215,10100,중곡동,37.562315,127.078543,1
1628693,11215,10500,자양동,37.533081,127.07812,1
1628712,11215,10500,자양동,37.530758,127.087274,1
1629587,11215,10700,화양동,37.545815,127.066997,1
1629603,11215,10500,자양동,37.532036,127.074532,1
1628203,11215,10500,자양동,37.532683,127.063822,1
1628215,11215,10700,화양동,37.543387,127.068403,1
1628236,11215,10100,중곡동,37.562767,127.077165,1
1628703,11215,10500,자양동,37.534709,127.083742,1
1628749,11215,10700,화양동,37.544875,127.069433,1
1629013,11215,10500,자양동,37.531224,127.075844,1
1629033,11215,10500,자양동,37.533921,127.070263,1
1629052,11215,10300,구의동,37.541196,127.090933,1
1629919,11215,10500,자양동,37.528067,127.07933,1
1629937,11215,10500,자양동,37.528167,127.078914,1
1629957,11215,10300,구의동,37.537359,127.094283,1
1628269,11215,10500,자양동,37.534933,127.076136,1
1628311,11215,10500,자양동,37.538063,127.066971,1
1628831,11215,10400,광장동,37.546916,127.10684,1
1629061,11215,10300,구의동,37.542144,127.092355,1
1629095,11215,10500,자양동,37.530435,127.091296,1
1629116,11215,10200,능동,37.552414,127.081554,1
1410159,11215,10300,구의동,37.55273399,127.09227129,3
1628441,11215,10100,중곡동,37.559498,127.083582,1
1628454,11215,10500,자양동,37.532823,127.063996,1
1628475,11215,10700,화양동,37.542301,127.065485,1
1628493,11215,10300,구의동,37.541997,127.093208,1
1629188,11215,10300,구의동,37.541969,127.087317,1
1629222,11215,10400,광장동,37.547486,127.104759,1
1629240,11215,10900,군자동,37.551911,127.074945,1
1629258,11215,10500,자양동,37.531124,127.084013,1
1627014,11215,10100,중곡동,37.560794,127.095615,1
1627059,11215,10100,중곡동,37.5589,127.093236,1
1628502,11215,10300,구의동,37.541963,127.094254,1
1628514,11215,10500,자양동,37.531954,127.088019,1
1628555,11215,10500,자양동,37.537336,127.089426,1
1629304,11215,10900,군자동,37.551389,127.075682,1
1629337,11215,10300,구의동,37.539224,127.091071,1
1629383,11215,10500,자양동,37.530035,127.077269,1
1629296,11215,10500,자양동,37.529154,127.075665,1
1629313,11215,10500,자양동,37.533652,127.071166,1
1627181,11215,10100,중곡동,37.565271,127.087813,1
1627210,11215,10100,중곡동,37.561612,127.083522,1
1627360,11215,10200,능동,37.551789,127.086984,1
1627399,11215,10100,중곡동,37.560888,127.084409,1
1629643,11215,10300,구의동,37.548561,127.086603,1
1627925,11215,10500,자양동,37.534112,127.062066,1
1627944,11215,10700,화양동,37.5446106,127.0662944,1
1627966,11215,10100,중곡동,37.562007,127.078646,1
1628070,11215,10300,구의동,37.547862,127.085717,1
1628124,11215,10100,중곡동,37.560401,127.07515,1
1628176,11215,10200,능동,37.555244,127.082188,1
1628738,11215,10700,화양동,37.546393,127.067642,1
1629650,11215,10300,구의동,37.5461,127.087609,1
1629665,11215,10500,자양동,37.528248,127.078621,1
1629684,11215,10300,구의동,37.537832,127.095164,1
1627983,11215,10500,자양동,37.533874,127.075637,1
1628000,11215,10500,자양동,37.533357,127.07245,1
1628019,11215,10300,구의동,37.548094,127.08562,1
1628275,11215,10500,자양동,37.532929,127.072171,1
1628796,11215,10500,자양동,37.530097,127.09078,1
1628815,11215,10500,자양동,37.529671,127.079516,1
1628836,11215,10400,광장동,37.547263,127.102359,1
1629726,11215,10500,자양동,37.534431,127.089912,1
1628048,11215,10200,능동,37.55443,127.084302,1
1628069,11215,10300,구의동,37.547915,127.085696,1
1628328,11215,10100,중곡동,37.559986,127.086457,1
1626745,11215,10300,구의동,37.552919,127.094639,1
1626791,11215,10100,중곡동,37.556312,127.093674,1
1628327,11215,10100,중곡동,37.560011,127.08643,1
1628350,11215,10200,능동,37.554933,127.079099,1
1628370,11215,10500,자양동,37.530647,127.071133,1
1628913,11215,10300,구의동,37.540631,127.088071,1
1628961,11215,10500,자양동,37.529157,127.079011,1
1629132,11215,10300,구의동,37.539741,127.092294,1
1629156,11215,10400,광장동,37.547013,127.102992,1
1628378,11215,10500,자양동,37.530473,127.071767,1
1628392,11215,10100,중곡동,37.559836,127.079391,1
1629059,11215,10300,구의동,37.542531,127.091583,1
1629108,11215,10200,능동,37.551858,127.077908,1
1629194,11215,10300,구의동,37.541738,127.086997,1
1629215,11215,10400,광장동,37.547067,127.10312,1
1626926,11215,10300,구의동,37.551352,127.09466,1
1626958,11215,10100,중곡동,37.556451,127.093359,1
1628428,11215,10500,자양동,37.530355,127.072178,1
1629407,11215,10200,능동,37.552486,127.084017,1
1629454,11215,10200,능동,37.552252,127.084561,1
1629504,11215,10400,광장동,37.545746,127.103784,1
1629351,11215,10500,자양동,37.528831,127.086039,1
1629366,11215,10400,광장동,37.551508,127.111165,1
1629387,11215,10500,자양동,37.532812,127.091649,1
1627262,11215,10100,중곡동,37.557575,127.089483,1
1627311,11215,10100,중곡동,37.558957,127.089764,1
1627493,11215,10100,중곡동,37.561753,127.081186,1
1627541,11215,10700,화양동,37.545021,127.072463,1
1629546,11215,10300,구의동,37.543415,127.086743,1
1629579,11215,10500,자양동,37.531927,127.08754,1
1629412,11215,10200,능동,37.552336,127.084364,1
1629425,11215,10400,광장동,37.551567,127.110215,1
1629446,11215,10400,광장동,37.546713,127.10355,1
1629467,11215,10100,중곡동,37.57057,127.084514,1
1627779,11215,10500,자양동,37.5352,127.071723,1
1627803,11215,10300,구의동,37.548688,127.085475,1
1627633,11215,10500,자양동,37.532904,127.073492,1
1628562,11215,10500,자양동,37.532505,127.074347,1
1628574,11215,10200,능동,37.55184,127.085206,1
1628595,11215,10500,자양동,37.537234,127.089409,1
1628366,11215,10500,자양동,37.530725,127.070874,1
1628433,11215,10100,중곡동,37.561428,127.083818,1
1628847,11215,10400,광장동,37.547555,127.101342,1
1628867,11215,10100,중곡동,37.570629,127.080884,1
1628889,11215,10300,구의동,37.544071,127.089115,1
1629766,11215,10400,광장동,37.548625,127.102934,1
1629783,11215,10500,자양동,37.528002,127.080222,1
1629802,11215,10300,구의동,37.543978,127.091529,1
1629821,11215,10300,구의동,37.551365,127.096368,1
1628102,11215,10500,자양동,37.531026,127.069753,1
1628137,11215,10100,중곡동,37.559143,127.079813,1
1628925,11215,10300,구의동,37.540973,127.088697,1
1629826,11215,10300,구의동,37.5427,127.090928,1
1629840,11215,10300,구의동,37.55202,127.095747,1
1628162,11215,10200,능동,37.55205,127.077718,1
1628540,11215,10500,자양동,37.529918,127.077884,1
1628587,11215,10400,광장동,37.546834,127.106576,1
1628620,11215,10200,능동,37.551639,127.085698,1
1628951,11215,10900,군자동,37.548873,127.07326,1
1628968,11215,10500,자양동,37.529768,127.078832,1
1629865,11215,10500,자양동,37.528012,127.079582,1
1629883,11215,10300,구의동,37.538101,127.092936,1
1629902,11215,10300,구의동,37.548481,127.092042,1
1627477,11215,10200,능동,37.553021,127.083849,1
1627497,11215,10100,중곡동,37.561979,127.080598,1
1410224,11215,10300,구의동,37.552899,127.093488,3
1626685,11215,10300,구의동,37.55342,127.093103,1
1627526,11215,10900,군자동,37.557564,127.076686,1
1627548,11215,10700,화양동,37.545008,127.071287,1
1627566,11215,10100,중곡동,37.566404,127.083802,1
1626711,11215,10100,중곡동,37.555393,127.092634,1
1626731,11215,10100,중곡동,37.556983,127.090372,1
1626752,11215,10300,구의동,37.552427,127.094663,1
1627584,11215,10500,자양동,37.534943,127.064152,1
1627602,11215,10900,군자동,37.555069,127.077522,1
1627625,11215,10700,화양동,37.546676,127.071908,1
1626758,11215,10300,구의동,37.55261,127.095455,1
1626790,11215,10100,중곡동,37.556291,127.093678,1
1626811,11215,10100,중곡동,37.55493,127.092135,1
1627636,11215,10500,자양동,37.532925,127.073407,1
1627649,11215,10100,중곡동,37.565699,127.086039,1
1627670,11215,10500,자양동,37.534787,127.075985,1
1626819,11215,10300,구의동,37.556038,127.095072,1
1626831,11215,10100,중곡동,37.561107,127.09581,1
1626850,11215,10100,중곡동,37.561948,127.095973,1
1627701,11215,10500,자양동,37.531394,127.067246,1
1627715,11215,10500,자양동,37.533432,127.07313,1
688783,11215,10100,중곡동,37.559439,127.085644,3
1248698,11215,10700,화양동,37.5454253606501,127.07439457129,3
1248699,11215,10700,화양동,37.545207568588,127.075531349837,3
1248700,11215,10700,화양동,37.5457055820344,127.076175074906,3
1248701,11215,10700,화양동,37.545357,127.076826,3
1248702,11215,10700,화양동,37.5453815934413,127.077509007007,3
1248703,11215,10700,화양동,37.545153,127.077068,3
1248704,11215,10700,화양동,37.545024,127.077222,3
1248705,11215,10700,화양동,37.545136,127.077342,3
1248706,11215,10700,화양동,37.545142,127.075989,3
1248707,11215,10700,화양동,37.545047,127.075915,3
1248708,11215,10700,화양동,37.5451495,127.0751333,3
1248709,11215,10700,화양동,37.54053,127.0699835,3
1248710,11215,10700,화양동,37.5455734,127.0690835,3
1248855,11215,10900,군자동,37.5577182,127.074969,3
1248856,11215,10900,군자동,37.5576346,127.0748656,3
1248857,11215,10900,군자동,37.5576286,127.0750948,3
1248858,11215,10900,군자동,37.5574691,127.07541,3
1248859,11215,10900,군자동,37.553701,127.07225,3
1248860,11215,10900,군자동,37.552541,127.071137,3
1248861,11215,10900,군자동,37.552443,127.071009,3
1248862,11215,10900,군자동,37.55422,127.07119,3
1248863,11215,10900,군자동,37.553271,127.073791,3
1248864,11215,10900,군자동,37.5556678,127.0731514,3
1248865,11215,10900,군자동,37.5564513,127.0736567,3
1248506,11215,10700,화양동,37.5435222,127.0684576,3
1248507,11215,10700,화양동,37.54452,127.066801,3
1248508,11215,10700,화양동,37.543061,127.065852,3
1248509,11215,10700,화양동,37.543342,127.065691,3
1248510,11215,10700,화양동,37.542262,127.066104,3
1248511,11215,10700,화양동,37.542075,127.066315,3
1248512,11215,10700,화양동,37.542881,127.06808,3
1248513,11215,10700,화양동,37.542402,127.067852,3
1248514,11215,10700,화양동,37.542507,127.068212,3
1248515,11215,10700,화양동,37.541703,127.067861,3
1248516,11215,10700,화양동,37.54124,127.067636,3
1248517,11215,10700,화양동,37.5469833678817,127.07358867561,3
1248518,11215,10700,화양동,37.545312,127.079382,3
1248519,11215,10700,화양동,37.545065,127.079923,3
1248520,11215,10700,화양동,37.545195,127.080176,3
1248521,11215,10700,화양동,37.5448303,127.0745794,3
1248522,11215,10700,화양동,37.544721,127.074825,3
1248523,11215,10700,화양동,37.544661,127.074681,3
1248524,11215,10700,화양동,37.54471497,127.07457439,3
1248525,11215,10700,화양동,37.544691,127.074393,3
1248527,11215,10700,화양동,37.5449535,127.0752497,3
1248528,11215,10700,화양동,37.544847,127.07783,3
1248529,11215,10700,화양동,37.5449733,127.0758557,3
1248530,11215,10700,화양동,37.5450341122164,127.075139865711,3
1248531,11215,10700,화양동,37.544787,127.076181,3
1248532,11215,10700,화양동,37.544875,127.077925,3
1248533,11215,10700,화양동,37.544916,127.078913,3
1248534,11215,10700,화양동,37.54495,127.079235,3
1248535,11215,10700,화양동,37.545702277719,127.078282007989,3
688594,11215,10100,중곡동,37.563933,127.083867,3
688821,11215,10100,중곡동,37.562655,127.078536,3
689460,11215,10200,능동,37.554209,127.07903,3
689469,11215,10300,구의동,37.552045,127.093753,3
689488,11215,10200,능동,37.5538095,127.0809932,3
688858,11215,10100,중곡동,37.561615,127.080792,3
689538,11215,10300,구의동,37.5390042,127.0918436,3
688726,11215,10100,중곡동,37.558185,127.092599,3
688900,11215,10100,중곡동,37.555727,127.091279,3
689556,11215,10300,구의동,37.540628,127.088762,3
689563,11215,10300,구의동,37.53881,127.085462,3
688929,11215,10100,중곡동,37.571311,127.080191,3
688950,11215,10100,중곡동,37.560909,127.078141,3
689635,11215,10300,구의동,37.538173,127.08714,3
689243,11215,10100,중곡동,37.558361,127.081512,3
690221,11215,10500,자양동,37.532322,127.082874,3
690225,11215,10500,자양동,37.530244,127.083085,3
690241,11215,10500,자양동,37.530048,127.083577,3
690295,11215,10500,자양동,37.531538,127.08799,3
690318,11215,10500,자양동,37.538053,127.079456,3
690337,11215,10500,자양동,37.529623,127.075285,3
690497,11215,10500,자양동,37.529537,127.080558,3
690501,11215,10500,자양동,37.530195,127.081574,3
690517,11215,10500,자양동,37.536075,127.082448,3
1248876,11215,10900,군자동,37.558506,127.074493,3
1248866,11215,10900,군자동,37.5562738,127.0733067,3
1248867,11215,10900,군자동,37.555889,127.072539,3
1248868,11215,10900,군자동,37.5548977,127.0774856,3
1248869,11215,10900,군자동,37.5520814,127.074745,3
1248870,11215,10900,군자동,37.5523341,127.0764215,3
1248872,11215,10900,군자동,37.5495589,127.0689076,3
1248873,11215,10900,군자동,37.549201,127.068599,3
1248874,11215,10900,군자동,37.5492719,127.0686621,3
1248875,11215,10900,군자동,37.54969,127.072885,3
1248536,11215,10700,화양동,37.545189,127.07843,3
1248537,11215,10700,화양동,37.545640869375,127.078782453679,3
1248538,11215,10700,화양동,37.5456164159799,127.078568201059,3
1248539,11215,10700,화양동,37.5457882188046,127.077815229398,3
1248540,11215,10700,화양동,37.544945,127.078463,3
1248541,11215,10700,화양동,37.545098,127.078324,3
1248542,11215,10700,화양동,37.545031,127.077607,3
1248543,11215,10700,화양동,37.545232,127.077364,3
1248544,11215,10700,화양동,37.545187,127.077749,3
1248545,11215,10700,화양동,37.545337,127.078124,3
1248546,11215,10700,화양동,37.5451680602738,127.078575040991,3
1248964,11215,10300,구의동,37.549869,127.093312,3
1248974,11215,10300,구의동,37.552607,127.095633,3
1248987,11215,10500,자양동,37.537434,127.0643,3
689808,11215,10300,구의동,37.553225,127.094389,3
1247822,11215,10100,중곡동,37.561966,127.087808,3
1247823,11215,10100,중곡동,37.56123,127.087776,3
1247825,11215,10100,중곡동,37.55963,127.085601,3
1247827,11215,10100,중곡동,37.557762,127.080272,3
1247829,11215,10100,중곡동,37.562919,127.081983,3
1247830,11215,10100,중곡동,37.563698,127.08279,3
1247832,11215,10100,중곡동,37.56848,127.082859,3
1247975,11215,10500,자양동,37.535457,127.076789,3
1247976,11215,10500,자양동,37.53866,127.063466,3
1247977,11215,10500,자양동,37.538526,127.064286,3
1247601,11215,10100,중곡동,37.55684853,127.08119373,2
1248077,11215,10300,구의동,37.539839,127.089921,3
1248078,11215,10300,구의동,37.5405557175785,127.089738691995,3
1248079,11215,10300,구의동,37.541549,127.089233,3
1248080,11215,10300,구의동,37.540271,127.088167,3
1248081,11215,10300,구의동,37.54008,127.086818,3
1248082,11215,10300,구의동,37.540112,127.083885,3
1248083,11215,10300,구의동,37.54139,127.083977,3
1248084,11215,10300,구의동,37.538917,127.083487,3
1248085,11215,10300,구의동,37.538465,127.085279,3
1248086,11215,10300,구의동,37.5336559,127.0947336,3
1248087,11215,10300,구의동,37.555468,127.094328,3
1248088,11215,10300,구의동,37.555287,127.09446,3
1248089,11215,10300,구의동,37.554992,127.094495,3
1248090,11215,10300,구의동,37.5480157,127.0857274,3
1248091,11215,10300,구의동,37.54186,127.082377,3
1248092,11215,10400,광장동,37.546771,127.103685,3
1248093,11215,10400,광장동,37.547585,127.102486,3
1249705,11215,10100,중곡동,37.560841,127.088253,3
1249706,11215,10100,중곡동,37.561702,127.089742,3
670236,11215,10500,자양동,37.52812,127.081491,3
688968,11215,10100,중곡동,37.557106,127.095805,3
688976,11215,10100,중곡동,37.556283,127.094231,3
688994,11215,10100,중곡동,37.568788,127.087377,3
689712,11215,10300,구의동,37.541386,127.093249,3
689743,11215,10300,구의동,37.543595,127.081938,3
689011,11215,10100,중곡동,37.568133,127.08738,3
689583,11215,10300,구의동,37.554374,127.095764,3
689610,11215,10300,구의동,37.540563,127.084971,3
689036,11215,10100,중곡동,37.570254,127.087089,3
1248634,11215,10300,구의동,37.552359,127.090917,3
1248635,11215,10300,구의동,37.55273884,127.09168232,3
1248636,11215,10300,구의동,37.55325495,127.09215502,3
1248637,11215,10300,구의동,37.55311729,127.09211002,3
1249093,11215,10300,구의동,37.551897,127.091735,3
1249095,11215,10300,구의동,37.552252,127.092024,3
1248094,11215,10400,광장동,37.548857,127.105596,3
1248095,11215,10400,광장동,37.545088,127.108014,3
1248096,11215,10400,광장동,37.547541,127.108154,3
1248097,11215,10400,광장동,37.547209,127.107763,3
1248098,11215,10400,광장동,37.548619,127.107278,3
1248099,11215,10400,광장동,37.548763,127.105191,3
1248100,11215,10400,광장동,37.546337,127.102094,3
1248101,11215,10400,광장동,37.547772,127.101363,3
1248102,11215,10400,광장동,37.541047,127.097231,3
1248103,11215,10400,광장동,37.54013,127.101565,3
1248104,11215,10400,광장동,37.546418,127.10927,3
1248105,11215,10500,자양동,37.537924,127.065421,3
1249707,11215,10100,중곡동,37.560595,127.08975,3
1249708,11215,10100,중곡동,37.560668,127.08902,3
1249709,11215,10100,중곡동,37.561873,127.088038,3
1249710,11215,10100,중곡동,37.560696,127.087083,3
1249711,11215,10100,중곡동,37.560515,127.086972,3
1249714,11215,10100,중곡동,37.560523,127.08632,3
1249715,11215,10100,중곡동,37.559025,127.08199,3
1249717,11215,10100,중곡동,37.557779,127.081521,3
1249718,11215,10100,중곡동,37.560241,127.080708,3
1249719,11215,10100,중곡동,37.560859,127.081066,3
1249720,11215,10100,중곡동,37.566103,127.083129,3
1249721,11215,10100,중곡동,37.565417,127.081501,3
1249722,11215,10100,중곡동,37.565222,127.081433,3
1249724,11215,10100,중곡동,37.562716,127.077331,3
1249725,11215,10100,중곡동,37.560635,127.079806,3
1249726,11215,10100,중곡동,37.56982,127.086664,3
1249727,11215,10100,중곡동,37.568755,127.087154,3
1249729,11215,10100,중곡동,37.568711,127.08816,3
1249730,11215,10100,중곡동,37.570286,127.085306,3
1249731,11215,10100,중곡동,37.570589,127.087247,3
1249732,11215,10100,중곡동,37.570189,127.087117,3
1249733,11215,10100,중곡동,37.570678,127.086638,3
1249734,11215,10100,중곡동,37.560687,127.077498,3
1249735,11215,10100,중곡동,37.560712,127.07783,3
1249736,11215,10100,중곡동,37.558756,127.078757,3
1249737,11215,10100,중곡동,37.558921,127.079759,3
1249739,11215,10200,능동,37.552899982935,127.08092335902,3
1249740,11215,10200,능동,37.553211,127.081515,3
1249741,11215,10200,능동,37.5528932,127.0832697,3
1249742,11215,10200,능동,37.5541804,127.0805631,3
1249743,11215,10200,능동,37.5543277,127.0805282,3
1249744,11215,10200,능동,37.555298,127.078915,3
1249952,11215,10500,자양동,37.53666,127.081598,3
1249538,11215,10100,중곡동,37.560721,127.079651,3
1249539,11215,10100,중곡동,37.560277,127.080229,3
1249712,11215,10100,중곡동,37.561037,127.086915,3
1249723,11215,10100,중곡동,37.565321,127.082342,3
1249728,11215,10100,중곡동,37.569096,127.08857,3
1249738,11215,10200,능동,37.5524736,127.0820779,3
1249745,11215,10200,능동,37.556091,127.079972,3
689056,11215,10100,중곡동,37.556804,127.086576,3
689082,11215,10100,중곡동,37.55978,127.075789,3
689093,11215,10100,중곡동,37.559824,127.079823,3
689094,11215,10100,중곡동,37.559661,127.079383,3
689099,11215,10100,중곡동,37.568128,127.080641,3
689773,11215,10300,구의동,37.538419,127.091928,3
689123,11215,10100,중곡동,37.556216,127.084936,3
689125,11215,10100,중곡동,37.556853,127.085323,3
689137,11215,10100,중곡동,37.557415,127.084093,3
689182,11215,10100,중곡동,37.562098,127.08824,3
689194,11215,10100,중곡동,37.562029,127.085404,3
689214,11215,10100,중곡동,37.561497,127.08626,3
1249096,11215,10300,구의동,37.552505,127.092175,3
1249098,11215,10300,구의동,37.553309,127.092656,3
1249111,11215,10300,구의동,37.55411401,127.09355604,3
1249112,11215,10300,구의동,37.55425781,127.09338397,3
1249114,11215,10100,중곡동,37.556457,127.081968,3
1249115,11215,10100,중곡동,37.55696094,127.08250012,3
1249117,11215,10300,구의동,37.55545591,127.09469271,3
1248758,11215,10100,중곡동,37.55656565,127.08516061,3
1248759,11215,10300,구의동,37.554209,127.095892,3
1248760,11215,10300,구의동,37.554113,127.095766,3
1248764,11215,10100,중곡동,37.557295,127.085543,3
1248765,11215,10300,구의동,37.5539278,127.09472919,3
1248766,11215,10300,구의동,37.55404704,127.09457049,3
1248767,11215,10100,중곡동,37.555773,127.085679,3
1249289,11215,10100,중곡동,37.561508,127.083279,3
1249001,11215,10900,군자동,37.5580048,127.076817,3
1249002,11215,10900,군자동,37.5572139,127.0759468,3
1249003,11215,10900,군자동,37.5566088,127.0771412,3
1249004,11215,10900,군자동,37.5570274,127.0774313,3
1249005,11215,10900,군자동,37.556653,127.0772567,3
1249006,11215,10900,군자동,37.555948,127.077211,3
1249007,11215,10900,군자동,37.556231,127.077533,3
1249008,11215,10900,군자동,37.5540522,127.0773329,3
1249009,11215,10900,군자동,37.5548415,127.0750803,3
1249010,11215,10900,군자동,37.551638,127.071865,3
1249011,11215,10900,군자동,37.554398,127.072337,3
1249012,11215,10900,군자동,37.5488845,127.0695759,3
1249540,11215,10100,중곡동,37.569863,127.087321,3
1249542,11215,10100,중곡동,37.568547,127.087126,3
1249543,11215,10100,중곡동,37.5709,127.083255,3
1249544,11215,10100,중곡동,37.570504,127.082691,3
1249546,11215,10100,중곡동,37.560319,127.073943,3
1247878,11215,10100,중곡동,37.5636,127.08315,3
1247879,11215,10100,중곡동,37.562943,127.082846,3
1247880,11215,10100,중곡동,37.562084,127.084937,3
1247881,11215,10100,중곡동,37.562947,127.086027,3
1247882,11215,10100,중곡동,37.562251,127.084193,3
1247884,11215,10100,중곡동,37.562738,127.082634,3
1247886,11215,10100,중곡동,37.56043,127.084607,3
1247888,11215,10100,중곡동,37.560695,127.082075,3
1247889,11215,10100,중곡동,37.560406,127.082971,3
1247890,11215,10100,중곡동,37.560027,127.082901,3
1249293,11215,10100,중곡동,37.559819,127.083627,3
1249296,11215,10100,중곡동,37.559049,127.082991,3
1249298,11215,10100,중곡동,37.559274,127.082957,3
1249307,11215,10100,중곡동,37.55509292,127.08929206,3
1249310,11215,10500,자양동,37.534814,127.065181,3
1250081,11215,10200,능동,37.5548268530198,127.076415739832,3
1250082,11215,10200,능동,37.5545570782625,127.076370144117,3
1250084,11215,10200,능동,37.5548203852923,127.07581936373,3
1250086,11215,10200,능동,37.5540847,127.078798,3
1250088,11215,10200,능동,37.5527882489659,127.080481021171,3
1250090,11215,10200,능동,37.5529560034808,127.075820243186,3
1250092,11215,10200,능동,37.5545623005987,127.07637178222,3
1250094,11215,10200,능동,37.55268,127.080898,3
1250096,11215,10200,능동,37.5533928,127.0816594,3
1250098,11215,10200,능동,37.5537557,127.0819199,3
1250100,11215,10200,능동,37.5558216,127.0809576,3
1248211,11215,10500,자양동,37.539302,127.068986,3
1248212,11215,10500,자양동,37.538289,127.066861,3
1248213,11215,10500,자양동,37.537375,127.066142,3
1248214,11215,10500,자양동,37.535081,127.066095,3
1248643,11215,10500,자양동,37.54018,127.064583,3
1247892,11215,10100,중곡동,37.559192,127.083902,3
1247895,11215,10100,중곡동,37.560514,127.08734,3
1247896,11215,10100,중곡동,37.559291,127.088182,3
1247897,11215,10100,중곡동,37.560385,127.088656,3
1247898,11215,10100,중곡동,37.559035,127.089442,3
1247899,11215,10100,중곡동,37.559304,127.0886,3
1247900,11215,10100,중곡동,37.55961,127.091942,3
1247902,11215,10100,중곡동,37.561358,127.095669,3
1247903,11215,10100,중곡동,37.56037,127.095423,3
1247904,11215,10100,중곡동,37.559371,127.094624,3
1248326,11215,10500,자양동,37.540582,127.066944,3
1248336,11215,10500,자양동,37.539956,127.067139,3
1248342,11215,10500,자양동,37.533404,127.078881,3
1248343,11215,10500,자양동,37.534131,127.080802,3
1248106,11215,10500,자양동,37.538124,127.064981,3
1248107,11215,10500,자양동,37.538457,127.065967,3
1248108,11215,10500,자양동,37.538394,127.066047,3
1248109,11215,10500,자양동,37.538307,127.066111,3
1247644,11215,10400,광장동,37.546409,127.101625,2
1247645,11215,10100,중곡동,37.568274,127.087984,2
1247646,11215,10100,중곡동,37.570309,127.088408,2
1247660,11215,10100,중곡동,37.568241,127.08937,2
1247661,11215,10900,군자동,37.54770648,127.07326955,2
1247662,11215,10900,군자동,37.5534871,127.0764215,2
1248655,11215,10500,자양동,37.540199,127.064128,3
1249119,11215,10300,구의동,37.555104,127.094668,3
1248344,11215,10500,자양동,37.534937,127.082197,3
1248345,11215,10500,자양동,37.534036,127.081685,3
1248347,11215,10500,자양동,37.529099,127.0822,3
1248348,11215,10500,자양동,37.528753,127.082095,3
1248349,11215,10500,자양동,37.528852,127.081876,3
1248350,11215,10500,자양동,37.529918,127.080507,3
1248351,11215,10500,자양동,37.529819,127.080635,3
1248352,11215,10500,자양동,37.530278,127.081774,3
1248353,11215,10500,자양동,37.530964,127.081138,3
1248354,11215,10500,자양동,37.5307,127.082904,3
1248355,11215,10500,자양동,37.530794,127.083702,3
1248356,11215,10500,자양동,37.529696,127.084532,3
1248357,11215,10500,자양동,37.529973,127.084999,3
